Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,40,36,35,33,39,47,48,40,32,45,47,42
2002,39,37,42,41,41,39,42,39,37,34,40,34
2003,41,41,43,41,39,34,39,66,46,42,46,42
2004,36,35,40,31,45,40,37,37,34,39,37,45
2005,42,42,57,47,38,36,38,36,32,29,27,30
2006,41,33,35,34,38,37,36,40,40,39,60,28
2007,37,39,38,38,40,41,39,51,44,44,36,37
2008,38,41,36,41,38,72,60,47,37,49,46,48
2009,52,54,48,47,44,43,44,35,46,35,44,42
2010,40,32,37,43,41,58,34,34,32,37,37,36
2011,52,39,45,34,41,31,39,39,43,31,41,45
2012,46,42,46,42,39,49,41,60,53,60,45,45
2013,34,60,36,43,45,43,43,43,46,57,32,36
2014,40,50,37,47,31,37,32,33,29,35,33,32
2015,34,31,37,29,31,35,33,33,35,32,34,35
2016,34,28,47,28,42,35,34,33,32,29,32,24
2017,28,33,31,35,38,29,36,38,31,43,28,45
2018,56,35,34,44,36,43,42,25,40,38,41,35
2019,38,39,42,36,34,32,29,41,37,32,25,41
2020,45,40,201,199,37,46,43,32,37,32,35,32
2021,40,36,42,41,35,30,37,30,30,30,25,32
