Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,55,38,47,37,38,30,37,39,37,48,34,32
2002,34,36,30,36,33,35,38,30,34,33,40,34
2003,33,39,29,39,31,29,37,44,30,37,40,54
2004,33,28,36,35,31,25,27,29,50,25,28,32
2005,39,40,32,30,37,34,38,30,37,38,29,26
2006,34,29,53,31,40,41,31,38,30,38,42,36
2007,35,36,39,32,36,48,33,42,45,46,43,44
2008,48,40,48,39,46,53,58,54,44,45,54,55
2009,55,69,51,58,46,37,55,41,51,32,32,40
2010,35,43,31,38,25,42,37,37,35,33,33,32
2011,32,27,37,41,29,28,28,38,36,37,40,34
2012,27,28,24,32,33,30,29,35,35,43,38,27
2013,32,38,38,35,37,35,41,31,33,27,49,30
2014,33,31,38,41,48,31,38,39,41,39,34,46
2015,42,42,34,25,34,38,49,25,36,42,42,67
2016,41,33,31,34,29,28,25,39,24,23,31,23
2017,24,44,39,28,27,37,45,42,46,40,38,76
2018,46,38,34,35,29,40,32,34,25,33,35,33
2019,27,26,33,34,42,27,30,33,46,31,28,25
2020,31,34,195,171,36,36,41,27,32,25,31,27
2021,24,32,32,27,25,16,24,27,21,24,25,26
