Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,20,18,26,19,17,20,18,20,19,25,20,20
2002,19,19,19,21,20,19,21,18,19,19,18,19
2003,18,19,20,20,20,19,19,21,21,20,18,21
2004,36,20,22,20,22,20,21,17,21,23,19,18
2005,18,19,20,20,18,20,21,20,19,20,20,21
2006,22,19,20,20,20,23,20,20,20,20,19,22
2007,29,16,21,20,20,20,19,20,20,19,20,19
2008,21,19,18,17,16,18,18,17,17,17,17,15
2009,13,14,14,13,14,12,12,13,13,14,13,15
2010,13,12,18,15,15,14,15,15,14,15,15,19
2011,13,15,16,17,14,17,19,15,18,16,17,18
2012,19,16,17,15,16,16,17,18,16,17,16,18
2013,17,20,17,22,27,20,16,19,20,16,22,16
2014,18,17,17,16,18,19,18,19,20,21,22,22
2015,20,19,20,20,21,20,21,19,20,21,22,20
2016,18,19,21,18,16,21,19,19,18,17,16,18
2017,19,20,18,19,16,20,21,22,21,17,21,24
2018,20,22,21,21,21,21,20,21,21,21,19,22
2019,22,22,21,22,20,21,24,22,20,22,21,21
2020,21,21,19,12,22,26,22,23,20,21,20,17
2021,19,20,20,21,20,26,24,24,23,21,21,22
