Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,209,212,208,221,224,213,192,174,176,156,148,151
2002,143,149,132,140,147,135,155,179,151,158,166,111
2003,144,137,141,136,130,141,100,118,120,116,121,139
2004,132,131,144,147,134,130,135,135,142,146,120,141
2005,135,147,153,146,134,162,168,173,173,170,167,151
2006,168,168,169,178,187,169,171,178,187,186,195,205
2007,188,189,193,165,172,205,187,171,140,183,177,163
2008,175,164,146,164,155,186,151,158,138,139,118,133
2009,121,120,119,109,122,121,103,103,115,104,114,124
2010,129,125,139,162,143,136,147,151,153,157,164,144
2011,168,169,165,156,162,156,168,143,162,165,159,148
2012,172,172,176,192,182,186,178,177,174,184,175,169
2013,168,161,152,144,162,161,153,153,169,150,156,163
2014,166,160,160,179,175,203,223,199,200,202,181,239
2015,206,238,227,240,244,215,242,250,228,228,231,218
2016,223,205,211,200,194,200,222,212,243,230,231,243
2017,248,279,265,272,264,266,268,287,281,267,261,271
2018,265,284,307,267,290,305,289,260,287,301,289,299
2019,300,278,287,275,315,276,249,262,260,275,278,253
2020,281,262,228,216,232,263,267,252,260,292,269,261
2021,285,304,385,395,456,427,448,427,412,411,422,490
