Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,16,15,15,13,15,15,14,14,14,14,13,11
2002,12,11,12,11,11,10,11,10,8,11,11,10
2003,12,11,10,9,10,11,9,10,8,11,11,11
2004,12,11,10,12,11,11,11,10,11,11,10,12
2005,11,12,13,12,12,12,11,13,13,13,12,12
2006,12,13,14,13,13,13,11,13,13,12,12,12
2007,12,13,13,17,12,13,14,12,13,14,12,12
2008,13,11,12,10,12,12,11,11,10,10,10,10
2009,8,9,7,8,9,8,7,7,9,8,9,7
2010,10,9,9,9,9,9,9,9,8,8,9,9
2011,9,11,10,10,11,11,11,11,11,12,11,12
2012,10,12,14,13,13,12,12,12,13,13,12,13
2013,17,12,12,12,13,14,12,13,13,16,14,12
2014,14,12,13,13,14,14,15,15,14,14,14,15
2015,15,19,18,17,16,17,18,16,18,19,17,18
2016,17,19,18,19,17,18,19,17,16,17,18,17
2017,16,18,20,21,17,20,18,20,21,21,20,22
2018,23,22,27,22,26,23,20,22,23,23,23,26
2019,22,23,21,22,24,23,23,22,21,23,21,20
2020,23,21,16,16,12,13,20,17,22,23,22,23
2021,24,24,26,35,23,23,30,27,34,37,31,34
