Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,156,135,131,128,122,116,115,148,110,94,94,104
2002,109,97,94,97,94,95,89,100,89,95,92,84
2003,88,113,82,82,82,98,84,78,97,95,81,91
2004,83,85,89,95,94,103,99,92,95,89,102,99
2005,96,90,105,103,103,96,112,110,102,102,117,93
2006,101,108,110,105,131,96,94,125,95,108,113,122
2007,139,135,146,138,134,133,120,126,119,130,107,113
2008,119,113,98,99,103,102,93,87,111,90,64,81
2009,96,62,60,58,59,64,64,57,79,61,69,56
2010,57,63,58,63,68,71,73,73,53,64,82,90
2011,73,72,84,83,69,76,73,80,79,73,65,71
2012,75,87,91,74,87,72,74,74,71,74,70,78
2013,82,89,85,93,90,82,82,95,92,97,117,94
2014,100,91,78,127,93,132,133,110,144,127,104,63
2015,117,106,111,107,116,103,105,101,78,90,103,99
2016,116,132,114,134,116,116,98,118,113,119,118,118
2017,139,123,135,117,125,145,136,138,141,117,127,137
2018,128,108,124,118,124,135,140,133,143,148,142,131
2019,124,140,122,124,135,107,119,134,118,143,128,128
2020,136,141,113,115,111,111,129,109,128,121,125,151
2021,122,116,147,161,162,163,169,197,189,150,187,172
