Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,52,37,39,42,46,41,40,39,41,39,37,34
2002,34,35,35,35,33,36,33,38,32,32,33,38
2003,48,31,29,32,30,32,39,32,32,32,30,28
2004,29,32,32,31,29,30,29,33,32,31,34,35
2005,37,34,35,33,38,35,36,35,38,31,33,33
2006,30,33,35,34,36,36,35,35,34,37,38,37
2007,37,37,40,39,38,36,37,37,39,37,35,37
2008,36,34,34,33,31,32,30,33,31,32,30,35
2009,27,29,33,26,26,26,26,27,29,29,30,28
2010,29,28,31,32,31,30,33,28,30,30,30,34
2011,26,33,30,32,31,31,26,29,28,29,30,28
2012,32,30,35,27,34,31,30,37,29,26,27,29
2013,27,26,29,28,31,27,38,43,40,35,36,34
2014,35,33,33,42,36,32,36,31,35,37,36,37
2015,34,37,37,39,32,38,32,33,37,42,38,39
2016,35,38,42,36,39,39,36,35,35,37,37,36
2017,38,36,40,38,36,39,41,39,38,33,35,34
2018,41,40,36,39,42,39,40,42,42,40,40,40
2019,37,39,33,41,38,40,38,43,40,42,39,42
2020,40,40,36,33,42,40,41,44,36,38,47,40
2021,40,43,42,46,34,45,48,45,40,37,45,43
