Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,81,67,86,86,79,70,61,73,73,76,73,88
2002,64,69,62,69,68,73,67,70,67,70,71,70
2003,90,73,70,69,80,73,76,62,78,71,74,79
2004,83,78,78,79,74,74,82,78,80,75,82,109
2005,78,86,93,84,81,87,86,92,86,92,78,77
2006,80,82,82,80,84,94,81,87,83,97,86,85
2007,101,80,80,92,90,82,86,74,90,81,80,81
2008,80,73,77,70,64,72,62,60,61,56,55,58
2009,62,55,56,49,49,51,55,53,53,52,65,54
2010,49,53,66,56,61,55,56,61,55,68,68,66
2011,58,65,63,64,72,68,70,68,66,66,72,67
2012,72,80,71,73,71,66,66,68,69,64,64,61
2013,64,83,58,66,68,68,60,62,65,58,62,66
2014,61,54,61,60,61,61,68,65,67,82,67,82
2015,69,69,83,72,69,74,72,70,78,79,78,78
2016,70,74,73,75,75,74,91,84,83,72,92,85
2017,76,75,77,67,82,82,82,84,80,84,88,78
2018,92,88,86,81,82,87,78,78,77,82,74,75
2019,76,80,79,83,80,80,93,80,77,73,77,75
2020,77,81,71,52,87,85,84,88,88,107,91,80
2021,71,87,92,84,93,95,96,102,106,105,100,97
