Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,68,75,61,47,48,55,75,58,58,51,51,53
2002,51,50,54,59,51,52,49,53,46,50,50,49
2003,50,50,41,47,48,50,48,48,55,54,60,54
2004,58,57,45,55,59,60,67,53,56,62,47,59
2005,61,61,69,66,62,62,73,64,68,71,67,65
2006,67,69,77,76,61,67,65,71,73,69,63,68
2007,71,65,72,66,68,69,56,58,62,56,54,54
2008,58,55,54,54,57,53,50,59,47,50,48,44
2009,37,40,34,32,36,34,35,35,41,36,41,44
2010,52,40,35,41,39,40,48,50,44,55,47,45
2011,43,46,48,45,47,49,51,50,54,53,53,51
2012,58,52,57,55,57,58,47,52,52,53,62,58
2013,59,57,57,58,68,61,55,57,55,64,57,59
2014,69,65,71,69,74,81,74,74,84,84,69,83
2015,85,85,69,92,90,76,108,90,83,86,92,83
2016,83,86,85,78,83,79,83,85,89,76,88,90
2017,73,89,90,91,94,103,98,102,100,95,102,111
2018,105,106,98,141,118,114,123,122,117,129,123,114
2019,125,121,121,119,111,110,117,108,110,119,100,94
2020,108,105,94,88,94,104,102,116,123,123,121,128
2021,132,130,138,162,175,163,180,181,182,182,172,200
