Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,154,153,160,152,155,152,149,179,142,127,188,138
2002,131,168,136,130,125,133,131,127,145,129,128,140
2003,148,132,129,141,136,136,134,135,146,144,135,147
2004,148,139,152,171,186,148,158,152,145,146,157,157
2005,163,163,159,150,150,142,180,162,155,132,145,142
2006,143,161,152,144,160,167,157,171,168,186,164,138
2007,210,169,183,176,177,197,175,183,172,172,184,165
2008,158,156,154,148,151,166,156,137,139,130,99,118
2009,136,120,107,117,117,101,106,94,134,117,118,121
2010,112,114,152,148,129,120,116,123,114,120,126,128
2011,113,123,122,112,112,119,137,141,139,153,145,141
2012,151,153,120,152,162,160,158,150,165,148,123,168
2013,157,150,156,160,167,160,160,161,158,149,160,147
2014,160,162,184,150,157,156,148,147,152,159,156,160
2015,137,152,163,189,164,175,173,170,189,177,176,181
2016,178,211,202,177,149,153,192,190,170,166,170,154
2017,160,145,148,160,190,186,181,189,163,209,239,176
2018,213,197,198,199,217,217,204,213,197,210,214,225
2019,216,246,245,253,230,246,232,222,274,193,226,235
2020,232,233,157,132,240,230,273,238,237,239,199,220
2021,223,230,224,201,238,300,236,235,234,222,234,241
