Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,7,8,6,5,10,7,6,7,8,7,7,6
2002,6,6,7,7,7,7,6,6,6,6,6,6
2003,7,6,6,7,6,7,6,7,5,6,6,6
2004,7,6,7,6,6,6,6,5,7,6,6,6
2005,6,7,6,6,6,6,6,7,10,5,6,6
2006,6,6,6,5,6,6,6,5,5,5,7,6
2007,6,6,6,8,7,6,7,7,6,6,5,5
2008,6,6,6,7,7,7,6,6,6,7,8,8
2009,8,7,8,10,8,7,5,9,7,6,5,7
2010,7,6,7,6,6,7,7,6,6,5,7,6
2011,6,4,6,6,6,7,6,6,6,6,6,5
2012,6,6,6,6,6,6,6,6,6,5,6,6
2013,5,5,5,5,6,5,5,5,7,5,5,6
2014,9,5,6,6,5,6,5,4,5,6,6,5
2015,5,4,7,6,6,6,6,6,6,6,5,6
2016,6,6,6,5,5,6,5,6,5,5,5,7
2017,6,5,6,5,5,6,5,6,6,7,5,5
2018,5,5,5,7,6,5,6,6,7,6,10,6
2019,5,5,4,6,4,5,5,5,5,5,6,5
2020,6,7,40,20,5,6,5,5,5,5,7,4
2021,4,5,5,4,4,5,5,5,4,4,4,4
