Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,72,82,68,66,86,63,63,62,59,60,70,61
2002,64,60,63,67,62,58,67,66,84,65,63,59
2003,82,64,51,63,64,68,63,66,70,75,67,69
2004,65,67,72,78,73,72,72,68,70,71,70,74
2005,81,79,79,74,82,81,83,86,83,83,86,86
2006,88,81,65,71,81,85,94,80,91,79,85,88
2007,68,70,79,80,77,77,71,76,65,81,71,62
2008,68,72,70,79,71,69,72,76,74,71,69,69
2009,57,66,53,54,61,48,60,53,54,54,53,55
2010,58,53,59,52,55,58,50,52,50,58,53,54
2011,65,53,60,58,57,63,56,59,77,45,75,62
2012,53,66,56,66,64,62,55,56,42,60,53,46
2013,62,60,55,53,54,50,60,60,62,54,62,64
2014,60,59,67,62,61,59,67,63,66,59,55,63
2015,56,59,61,61,65,67,64,62,54,71,68,67
2016,66,66,65,73,74,81,64,71,73,63,69,65
2017,72,73,71,76,78,72,85,79,77,76,77,80
2018,78,82,71,75,75,79,78,93,77,81,84,85
2019,87,70,86,92,81,86,85,85,86,88,77,87
2020,100,86,75,50,106,120,94,80,77,79,81,61
2021,72,82,80,80,85,101,98,96,88,86,82,79
