Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,13,12,13,10,9,11,12,11,12,11,11
2002,10,10,10,9,10,9,10,10,9,8,10,9
2003,10,10,9,9,8,9,8,9,11,11,8,9
2004,9,11,11,11,8,14,12,10,11,11,12,13
2005,10,12,11,10,12,11,11,10,12,11,11,12
2006,13,12,12,11,11,13,13,14,12,10,14,13
2007,12,11,13,12,12,11,11,11,11,11,11,11
2008,12,11,10,9,10,10,9,10,9,10,8,8
2009,7,8,9,8,7,7,7,7,7,7,7,7
2010,7,9,7,6,8,8,8,7,8,8,8,9
2011,7,7,8,9,8,11,8,9,9,8,9,8
2012,8,8,7,8,8,8,8,8,7,8,8,9
2013,8,11,9,9,8,9,8,8,8,9,8,9
2014,10,10,9,9,11,9,9,11,10,11,11,9
2015,10,9,10,10,11,10,11,10,11,9,10,11
2016,12,9,10,11,11,11,10,10,11,10,9,11
2017,13,11,12,11,10,12,12,11,12,12,12,11
2018,11,11,12,13,13,12,13,13,13,13,13,12
2019,14,14,13,13,13,12,16,15,11,15,13,15
2020,14,13,11,10,12,13,8,13,13,14,14,14
2021,13,14,14,14,15,14,13,13,15,15,17,16
