Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,261,282,341,292,267,243,312,280,341,348,263,275
2002,283,283,301,272,269,276,239,286,251,261,259,243
2003,293,258,258,209,260,239,254,246,235,245,245,248
2004,271,250,221,277,253,287,252,249,230,219,283,302
2005,273,223,314,295,261,271,273,260,270,267,212,313
2006,299,267,252,253,260,249,259,262,274,272,242,242
2007,236,261,239,238,228,221,241,266,239,276,271,250
2008,262,282,244,277,281,242,246,250,253,253,258,239
2009,266,257,284,241,239,295,222,212,230,209,190,265
2010,216,224,240,192,224,268,279,244,233,250,273,235
2011,214,259,256,289,299,260,263,246,231,250,220,207
2012,259,248,258,219,214,244,232,258,244,226,285,235
2013,266,249,258,264,232,270,261,255,236,267,246,232
2014,218,233,230,207,229,196,196,208,239,298,208,263
2015,273,231,282,266,264,259,242,279,285,250,242,284
2016,268,272,303,272,294,273,280,272,262,250,288,275
2017,268,265,266,294,266,258,272,259,287,267,296,298
2018,331,293,240,280,261,287,250,284,292,262,286,243
2019,261,268,261,254,268,334,308,322,270,296,271,284
2020,270,297,1044,817,279,230,280,241,230,256,256,239
2021,235,247,242,253,230,230,292,271,268,268,284,267
