Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,29,23,28,27,22,28,30,24,26,37,39,28
2002,25,30,30,29,37,30,32,34,29,28,23,34
2003,30,29,36,29,27,30,29,33,29,28,33,29
2004,45,35,27,25,34,33,27,36,34,27,31,25
2005,32,32,39,31,34,31,25,27,87,43,32,42
2006,30,23,26,36,26,30,29,24,26,22,30,28
2007,53,36,41,32,33,31,25,25,30,29,26,30
2008,27,27,26,35,30,30,36,34,30,28,28,39
2009,31,37,33,56,27,33,40,34,32,32,34,26
2010,23,25,23,21,41,29,30,27,24,31,25,24
2011,27,22,32,21,23,28,20,36,28,23,27,25
2012,35,32,28,24,34,37,23,24,25,25,25,27
2013,22,29,27,26,23,25,24,27,28,37,20,22
2014,26,20,23,24,19,21,22,26,43,26,29,29
2015,31,26,33,30,23,28,17,24,31,32,29,25
2016,20,34,23,28,31,31,46,35,20,28,30,17
2017,26,28,33,26,35,28,31,29,26,30,23,34
2018,33,27,24,28,23,23,24,26,21,21,24,26
2019,24,25,27,29,25,32,26,28,29,27,22,29
2020,17,28,171,91,38,27,23,19,31,17,23,17
2021,15,26,25,24,21,17,17,15,21,18,21,19
