Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,135,129,134,117,127,141,131,141,115,130,111,91
2002,113,127,106,111,100,99,123,88,98,98,93,98
2003,97,88,89,99,90,89,91,102,78,92,100,103
2004,97,92,93,104,103,91,98,83,95,90,90,105
2005,113,109,114,95,113,119,105,112,127,121,126,107
2006,89,127,110,106,108,129,124,121,110,117,103,109
2007,114,129,120,112,121,106,100,106,93,88,107,101
2008,122,98,103,83,98,96,96,112,100,105,95,78
2009,69,69,71,68,64,50,66,57,60,64,61,62
2010,69,71,66,65,65,68,66,67,74,90,78,91
2011,57,62,64,61,67,70,71,75,63,66,63,63
2012,75,104,85,80,83,68,68,67,71,69,84,82
2013,76,87,98,100,87,102,107,93,99,89,82,88
2014,90,82,81,83,93,88,85,89,92,83,85,70
2015,102,111,96,101,97,97,96,112,115,134,140,100
2016,105,117,115,118,142,118,108,123,128,143,125,117
2017,125,127,132,117,111,117,106,108,110,118,111,122
2018,121,120,125,136,132,138,150,145,127,134,139,150
2019,146,121,138,135,146,130,157,117,164,116,128,120
2020,122,127,113,77,74,119,131,110,130,131,123,124
2021,134,121,126,148,134,137,140,158,156,147,140,168
