Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,392,352,409,374,355,401,380,397,350,365,355,338
2002,382,368,384,373,401,445,387,362,382,345,354,406
2003,363,370,339,351,341,342,344,343,381,384,353,359
2004,325,351,381,393,388,379,379,384,386,388,450,380
2005,395,427,397,380,392,384,375,409,402,380,455,429
2006,433,420,411,441,412,424,451,451,420,428,427,395
2007,439,453,470,461,461,472,435,453,475,477,433,438
2008,422,427,420,438,432,511,453,434,369,418,384,382
2009,349,336,308,370,314,320,313,289,320,268,365,338
2010,377,327,378,303,383,328,338,338,332,328,353,343
2011,326,383,397,383,371,387,312,369,416,387,373,428
2012,347,414,412,393,405,401,382,435,385,411,435,439
2013,435,400,389,434,424,363,430,417,408,405,384,411
2014,410,433,433,449,478,474,480,409,493,505,507,498
2015,524,457,484,474,441,499,508,473,522,487,512,482
2016,423,520,516,500,476,435,565,478,493,519,497,477
2017,457,512,507,487,499,542,498,551,538,536,562,496
2018,550,532,532,557,618,575,589,586,582,602,562,591
2019,634,585,594,584,577,550,595,579,548,513,521,568
2020,539,585,443,322,727,564,497,598,569,550,631,513
2021,493,469,547,584,543,536,573,600,605,594,638,646
