Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,25,17,21,15,20,16,17,20,19,27,20,17
2002,17,23,19,24,19,20,27,17,18,18,22,19
2003,21,21,16,13,16,21,25,19,16,19,18,20
2004,19,16,19,19,20,16,18,20,19,18,17,18
2005,16,15,18,18,17,17,15,17,21,18,18,15
2006,17,23,20,18,22,17,14,18,22,15,14,13
2007,18,15,16,16,18,31,21,19,19,22,21,18
2008,21,23,21,21,22,22,16,24,19,24,32,31
2009,27,29,24,31,20,20,26,22,23,19,19,30
2010,20,17,34,19,16,19,32,19,19,15,18,20
2011,15,15,16,15,25,19,24,19,17,23,18,16
2012,15,22,15,24,19,18,16,25,16,20,17,17
2013,23,18,17,30,17,18,16,17,21,15,19,18
2014,16,17,18,16,18,17,16,16,17,15,15,15
2015,17,15,17,16,16,19,18,16,17,17,20,18
2016,17,15,12,20,17,16,17,24,19,21,21,17
2017,17,20,18,19,18,20,23,25,27,22,17,26
2018,25,29,26,21,19,22,21,20,15,23,26,27
2019,25,14,31,33,24,22,26,21,18,21,16,17
2020,17,16,113,82,19,24,19,22,27,13,20,18
2021,18,17,17,11,12,15,21,17,13,16,14,10
