Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,127,101,109,121,108,123,127,140,143,157,161,145
2002,125,140,130,124,126,144,168,147,161,143,120,143
2003,133,122,119,174,124,157,136,139,105,112,134,117
2004,135,144,154,137,149,123,125,122,127,147,142,135
2005,134,128,156,123,141,123,140,133,111,114,119,132
2006,130,104,140,111,122,139,119,124,146,137,136,125
2007,117,139,104,132,114,104,130,166,165,105,103,115
2008,105,140,108,124,160,140,132,146,163,144,194,163
2009,251,189,211,277,163,181,127,127,162,163,129,146
2010,129,142,137,123,142,187,164,174,141,132,120,140
2011,144,139,143,125,130,126,144,128,136,156,160,149
2012,151,103,123,131,134,132,116,177,139,126,184,128
2013,125,113,134,140,133,137,124,130,168,138,112,123
2014,141,129,125,163,125,158,184,162,135,123,144,175
2015,158,189,199,144,138,145,139,146,186,189,167,138
2016,164,198,148,135,167,135,139,163,130,153,164,125
2017,153,137,158,150,170,188,169,154,189,172,161,170
2018,224,150,153,165,165,193,194,194,211,182,168,193
2019,155,192,184,192,123,159,153,202,162,145,146,187
2020,146,163,878,805,155,244,176,130,108,116,160,139
2021,104,127,91,108,102,94,97,91,88,81,107,103
