Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,112,124,115,104,108,103,111,92,78,111,107,75
2002,100,94,99,98,112,90,96,92,105,89,96,94
2003,115,93,76,94,87,85,84,109,93,109,91,93
2004,101,88,96,108,86,107,90,103,91,94,102,103
2005,104,112,108,105,107,119,110,103,118,109,116,135
2006,110,98,106,107,83,109,112,104,108,94,108,106
2007,94,105,142,99,108,91,107,93,97,112,94,94
2008,88,107,103,102,106,95,96,97,95,85,74,91
2009,82,81,71,70,84,74,82,73,68,81,75,76
2010,82,70,86,87,80,89,80,84,90,95,77,89
2011,92,79,87,77,81,98,72,96,77,79,85,77
2012,75,74,78,85,94,83,77,89,87,90,93,86
2013,111,108,92,99,95,99,110,106,106,100,106,100
2014,99,100,113,112,113,106,115,108,118,128,89,106
2015,111,120,130,101,101,98,115,100,115,122,118,135
2016,115,118,105,159,111,134,124,118,151,114,102,125
2017,115,99,114,102,107,109,92,99,101,110,118,105
2018,116,125,124,111,131,114,121,123,107,94,108,101
2019,117,109,99,151,104,110,124,121,121,113,97,122
2020,120,117,109,108,197,170,115,119,113,115,105,96
2021,114,117,115,140,146,151,142,140,141,124,139,123
