Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,78,53,117,98,84,88,77,79,52,85,68,77
2002,73,78,85,61,84,92,102,83,92,67,94,83
2003,95,81,58,76,101,79,76,79,74,86,77,83
2004,87,78,86,88,81,67,80,80,85,88,81,71
2005,91,89,116,97,83,99,67,67,65,67,73,61
2006,57,82,57,64,76,59,98,58,68,105,45,84
2007,60,76,63,74,69,53,75,90,78,77,68,60
2008,85,70,79,55,68,88,79,89,79,65,77,118
2009,113,113,93,102,116,109,84,93,100,89,90,78
2010,66,74,106,69,81,79,100,86,73,90,83,75
2011,80,59,72,49,52,70,70,66,56,67,85,79
2012,83,86,75,127,119,61,71,44,83,113,61,63
2013,68,79,101,70,77,80,60,67,72,60,67,69
2014,98,68,67,89,68,77,108,85,76,79,58,87
2015,76,79,84,64,76,75,65,77,75,82,90,85
2016,96,79,85,86,71,89,83,73,73,78,64,82
2017,92,139,80,72,78,95,99,120,110,54,84,49
2018,67,77,110,51,72,81,77,65,96,67,73,71
2019,51,68,63,72,111,66,60,69,65,80,92,94
2020,92,70,617,429,107,124,63,60,31,66,70,115
2021,82,85,57,58,61,56,70,42,39,72,55,18
