Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,11,11,10,10,10,11,10,11,11,10,8,9
2002,11,7,9,8,8,8,10,8,8,8,8,9
2003,9,8,7,8,8,7,8,8,8,8,8,8
2004,8,7,8,8,8,8,8,7,8,9,11,9
2005,8,9,9,9,9,8,9,9,9,9,9,9
2006,10,9,10,9,9,10,9,9,9,9,8,9
2007,9,10,9,10,9,9,9,9,9,9,9,9
2008,8,7,8,8,8,8,7,8,9,7,7,7
2009,6,6,6,6,6,5,6,5,5,5,6,5
2010,7,6,7,6,6,6,6,6,7,7,7,6
2011,6,7,7,7,7,7,7,7,6,6,7,7
2012,6,7,7,6,7,8,6,7,7,7,7,7
2013,10,7,6,7,7,7,8,8,8,8,8,7
2014,7,7,8,8,9,9,8,9,9,8,8,7
2015,8,9,9,8,9,9,9,9,9,10,9,9
2016,9,10,10,10,9,9,9,10,9,9,10,10
2017,11,10,9,9,10,9,9,9,9,8,10,11
2018,10,10,11,11,10,11,11,12,9,11,11,9
2019,11,10,10,11,12,10,11,10,10,13,10,10
2020,11,11,9,4,6,8,10,10,9,10,9,10
2021,11,10,11,9,9,12,11,15,12,13,12,12
