Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,45,42,43,38,44,45,41,41,52,36,36,35
2002,38,32,35,34,31,31,40,32,31,32,34,31
2003,30,30,28,30,32,32,25,33,29,33,30,32
2004,35,35,34,31,34,30,38,27,33,38,33,41
2005,35,39,39,43,36,39,37,37,39,38,42,36
2006,37,39,45,45,42,45,46,46,47,39,41,45
2007,47,44,44,38,41,46,43,39,43,41,42,41
2008,52,41,40,39,40,37,36,37,36,38,33,32
2009,31,29,25,21,27,24,20,23,26,24,27,25
2010,30,26,27,28,31,28,28,28,26,29,30,27
2011,27,32,34,34,35,36,36,33,32,33,34,34
2012,35,37,43,32,35,34,34,33,35,35,36,37
2013,32,35,33,36,33,39,31,38,40,42,37,34
2014,40,37,41,43,51,46,43,47,42,42,42,44
2015,46,54,47,45,48,47,49,45,51,50,51,54
2016,53,53,55,55,55,55,60,52,51,54,57,55
2017,63,56,53,54,53,59,58,62,67,67,64,68
2018,77,70,74,76,85,82,76,79,85,83,87,83
2019,75,77,77,83,71,73,72,73,69,69,66,59
2020,68,71,55,55,55,58,66,62,60,66,65,68
2021,71,74,82,90,79,75,87,82,86,98,96,97
