Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,51,53,45,48,47,49,49,47,43,60,42,39
2002,40,42,45,45,43,41,40,47,44,38,41,39
2003,40,42,55,40,42,45,41,37,36,35,39,44
2004,41,45,57,43,40,42,45,45,44,47,56,46
2005,48,44,42,48,45,46,47,56,112,71,68,47
2006,57,54,47,47,51,48,47,50,48,51,48,58
2007,49,60,56,54,54,56,54,56,44,45,46,48
2008,48,49,51,50,44,45,40,40,54,33,37,34
2009,34,29,30,29,28,31,32,26,31,26,32,29
2010,29,34,29,30,32,31,33,31,26,33,30,32
2011,25,34,36,34,33,37,31,39,35,42,36,38
2012,37,35,40,37,38,34,35,36,32,36,33,38
2013,33,40,34,34,39,31,40,38,37,33,36,35
2014,42,39,36,40,37,40,41,40,45,46,52,45
2015,48,46,46,48,44,43,43,49,42,38,49,55
2016,42,44,42,45,45,45,43,49,49,48,49,46
2017,49,50,51,49,48,53,54,46,53,54,51,51
2018,48,51,52,53,56,50,52,57,59,53,49,53
2019,57,62,59,57,59,61,71,55,53,52,53,63
2020,48,52,42,31,33,43,45,50,66,47,56,55
2021,50,54,52,55,55,59,56,55,71,63,69,64
