Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,26,32,34,34,33,32,29,37,34,33,32,28
2002,56,36,29,33,39,30,33,32,30,30,31,29
2003,30,26,28,30,30,31,30,30,30,31,31,33
2004,31,33,34,35,36,35,34,32,34,34,33,32
2005,30,36,32,33,32,32,35,34,34,32,32,35
2006,39,37,33,31,32,33,28,33,36,31,31,28
2007,33,29,34,34,34,34,30,33,33,33,32,33
2008,30,32,29,29,28,31,30,30,27,29,26,25
2009,26,26,25,23,23,23,24,22,27,22,35,28
2010,21,21,27,25,25,24,26,23,23,24,28,24
2011,22,24,26,28,29,28,26,27,27,31,30,29
2012,29,29,31,30,29,24,28,27,27,25,25,26
2013,27,29,27,29,30,29,25,31,30,29,30,30
2014,30,30,28,28,29,29,31,29,30,32,25,30
2015,29,26,30,29,28,28,28,30,31,28,31,29
2016,23,27,32,24,23,29,29,31,30,30,29,27
2017,29,31,30,31,31,29,41,33,33,31,31,31
2018,29,32,32,33,36,35,36,36,34,34,34,34
2019,34,34,36,32,31,30,30,30,32,32,33,33
2020,34,33,30,15,37,38,36,32,32,36,33,30
2021,31,33,31,27,30,38,42,31,35,36,35,36
