Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,344,239,291,290,345,274,289,274,271,246,250,274
2002,264,259,256,293,268,245,279,293,295,310,289,293
2003,295,308,269,303,302,280,275,284,255,290,314,319
2004,335,335,340,313,301,341,296,327,322,384,318,312
2005,320,306,332,336,318,371,389,351,364,331,329,358
2006,350,361,416,366,427,381,409,374,361,388,378,328
2007,339,287,356,367,370,351,350,359,342,317,316,325
2008,326,310,263,279,266,275,251,253,254,265,247,253
2009,241,266,234,217,213,171,215,241,228,222,211,278
2010,209,206,211,231,236,224,238,262,243,266,268,255
2011,195,220,255,260,269,276,255,245,248,239,273,262
2012,265,263,291,251,265,264,244,229,259,299,242,222
2013,236,269,246,302,251,271,276,279,299,287,308,268
2014,287,312,311,317,325,290,327,314,306,307,311,330
2015,341,301,311,327,332,320,327,369,322,314,266,343
2016,299,310,310,301,294,283,313,285,293,256,285,289
2017,315,340,322,324,312,333,278,343,285,381,306,303
2018,278,269,284,291,305,294,280,317,309,331,319,313
2019,340,340,337,328,326,339,373,358,396,370,372,362
2020,377,378,347,259,517,380,322,323,341,345,348,313
2021,247,332,311,345,364,394,422,431,420,456,457,379
