Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,132,139,142,141,189,152,132,137,137,118,108,105
2002,117,91,93,100,88,99,93,96,92,101,86,108
2003,103,85,85,96,97,85,99,101,83,89,92,97
2004,103,83,96,91,82,87,85,88,78,93,102,91
2005,98,117,125,93,116,96,116,98,113,96,113,103
2006,98,105,115,99,101,102,95,92,106,118,121,105
2007,105,98,103,97,105,99,96,106,103,98,108,95
2008,81,101,96,106,92,111,121,84,112,136,104,89
2009,101,89,104,83,92,73,89,91,82,83,67,109
2010,100,98,89,106,102,115,105,104,82,77,78,97
2011,101,73,72,89,77,98,89,85,74,76,86,75
2012,76,77,85,87,84,84,83,86,88,82,84,81
2013,83,78,78,80,90,95,86,104,101,107,100,92
2014,98,85,117,104,124,91,107,98,103,109,106,107
2015,95,110,119,125,107,107,107,106,114,121,136,141
2016,95,118,116,89,108,100,89,111,94,101,103,118
2017,110,105,110,105,112,109,111,99,98,94,86,136
2018,92,96,103,95,101,105,102,113,104,117,107,94
2019,109,85,93,109,115,116,104,103,126,104,125,109
2020,114,123,348,241,98,109,107,100,115,101,105,103
2021,101,110,102,99,103,124,119,127,120,114,108,125
