Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,34,26,31,31,27,27,27,26,25,28,27,25
2002,28,29,23,26,26,26,28,27,26,24,28,28
2003,27,29,27,24,25,25,27,25,24,28,29,25
2004,24,24,29,27,28,26,28,29,27,25,25,27
2005,26,28,29,28,28,29,24,31,32,31,31,28
2006,29,32,30,28,30,30,27,28,28,28,30,28
2007,29,27,29,31,29,34,33,34,30,32,29,33
2008,33,35,34,30,32,30,31,31,30,32,33,30
2009,30,29,28,28,20,24,28,23,23,22,26,25
2010,23,24,24,25,21,27,23,23,24,21,24,27
2011,22,22,26,22,27,25,23,25,25,25,23,25
2012,25,25,22,26,28,27,24,25,23,26,27,25
2013,25,26,23,31,27,24,27,27,27,24,31,27
2014,26,27,26,26,27,24,29,28,28,27,25,26
2015,27,28,31,26,26,27,27,27,27,27,27,28
2016,27,29,25,34,29,27,28,27,28,26,29,27
2017,32,26,29,26,27,28,25,30,30,30,28,27
2018,30,28,33,32,31,32,33,32,28,33,31,30
2019,31,37,35,30,35,32,37,33,36,35,36,37
2020,33,37,74,79,24,29,32,30,30,32,39,34
2021,36,34,35,36,28,32,33,44,39,39,40,39
