Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,53,59,52,44,48,50,45,41,44,44,46,42
2002,50,42,41,44,43,41,49,42,42,49,39,42
2003,39,41,44,45,38,41,37,42,37,37,43,55
2004,41,39,44,40,40,42,38,57,42,40,44,38
2005,38,43,40,41,47,44,47,41,77,51,44,59
2006,50,48,48,47,47,54,50,48,49,49,50,48
2007,49,53,54,51,45,46,43,44,44,44,39,40
2008,44,50,41,43,44,41,41,43,38,37,41,43
2009,45,41,37,39,37,33,38,34,48,37,32,32
2010,32,30,31,32,30,36,34,35,30,32,34,35
2011,32,35,33,32,33,35,34,29,38,35,38,35
2012,33,40,36,37,37,43,33,36,35,35,32,33
2013,42,36,35,36,42,36,42,40,36,35,36,37
2014,34,38,38,43,36,36,36,40,41,38,47,36
2015,41,37,42,40,39,41,40,39,42,46,38,46
2016,44,42,43,46,42,42,36,45,41,44,42,44
2017,44,43,47,44,44,46,47,47,46,45,46,45
2018,45,52,45,46,46,49,51,49,51,49,50,49
2019,46,50,58,51,47,55,48,47,50,43,44,52
2020,48,48,112,73,36,48,39,55,51,49,55,58
2021,51,55,63,61,46,51,43,53,59,56,60,57
