Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,10,13,12,12,10,11,11,11,13,10,10
2002,12,13,8,11,11,11,12,10,10,11,12,10
2003,11,14,11,9,10,11,13,12,9,11,15,11
2004,11,10,11,12,11,9,11,10,12,9,10,11
2005,10,10,10,10,11,11,9,11,12,12,11,9
2006,11,13,11,11,11,11,9,11,11,10,9,9
2007,10,9,10,11,10,14,12,13,11,12,11,12
2008,13,14,13,13,12,12,13,13,12,15,16,15
2009,16,16,15,16,11,12,16,12,12,11,12,15
2010,12,11,11,13,10,15,13,12,12,10,11,15
2011,9,10,10,10,13,11,11,11,11,10,10,11
2012,11,11,8,10,10,12,11,12,10,12,11,10
2013,10,10,9,15,11,10,11,10,12,8,15,11
2014,11,11,10,10,10,10,10,10,9,8,9,11
2015,9,9,12,10,9,9,10,9,10,10,10,9
2016,8,10,8,12,9,7,8,9,9,8,9,9
2017,9,8,9,8,7,10,9,10,10,10,8,8
2018,10,9,10,10,9,10,10,10,8,10,10,9
2019,7,8,11,9,11,7,12,9,11,10,11,10
2020,9,12,57,64,11,10,11,8,9,9,16,11
2021,11,10,11,8,7,7,8,11,7,9,10,7
