Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,74,69,70,67,64,63,55,59,59,53,45,39
2002,62,44,46,52,51,47,51,47,48,45,45,50
2003,44,49,46,43,46,41,53,46,45,45,48,46
2004,49,46,54,49,47,51,48,48,42,49,47,46
2005,47,42,43,46,49,49,51,51,52,49,53,47
2006,54,56,49,46,48,52,52,52,54,68,64,51
2007,58,62,60,61,60,54,57,60,53,63,72,59
2008,51,45,52,56,47,59,44,47,49,46,38,47
2009,41,50,38,28,31,34,34,35,32,30,41,35
2010,32,31,40,41,40,31,39,36,36,35,32,31
2011,43,46,42,35,32,47,39,38,37,42,37,40
2012,40,41,36,40,42,40,35,42,40,39,47,39
2013,45,43,46,49,50,38,45,44,50,55,48,45
2014,32,44,48,51,54,54,57,55,60,47,48,44
2015,48,58,56,44,50,57,61,53,48,54,53,59
2016,60,60,57,59,58,60,56,55,53,56,55,58
2017,58,51,50,48,48,48,50,59,75,50,53,56
2018,51,56,57,60,59,58,62,63,65,65,81,53
2019,64,71,69,73,74,65,67,60,61,65,73,65
2020,70,62,59,30,35,42,80,55,56,61,58,56
2021,62,68,65,71,74,77,77,95,88,78,92,90
