Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,15,13,14,18,14,10,12,16,19,13,12
2002,12,13,11,12,14,15,11,11,13,12,11,12
2003,15,10,13,12,13,11,13,14,10,11,13,11
2004,14,13,12,11,10,11,11,11,11,12,12,10
2005,11,15,13,12,12,12,13,12,13,12,12,13
2006,10,10,10,12,14,12,10,12,10,10,12,12
2007,13,11,12,12,12,13,14,12,13,13,11,13
2008,12,11,11,14,14,14,13,10,14,13,16,14
2009,16,17,20,16,16,14,14,14,13,13,12,14
2010,13,14,13,14,14,15,22,13,14,9,17,13
2011,14,8,13,12,12,12,10,11,10,10,10,9
2012,10,11,12,12,12,15,12,13,15,11,11,10
2013,9,10,11,10,22,9,14,12,12,12,12,13
2014,13,12,10,13,11,10,10,8,11,14,13,12
2015,10,9,14,12,13,11,10,13,12,10,11,11
2016,14,12,13,12,11,14,14,13,9,15,12,14
2017,14,12,12,12,12,13,13,13,10,20,12,12
2018,13,11,13,11,12,11,10,13,13,13,14,11
2019,11,11,10,12,10,12,11,12,9,10,11,11
2020,11,14,78,36,14,15,11,12,11,11,13,7
2021,8,12,11,9,9,10,11,9,10,9,10,10
