Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,69,65,72,86,68,70,72,79,65,72,67,62
2002,59,60,55,62,67,61,63,66,66,65,66,67
2003,78,61,49,56,57,58,63,55,57,56,55,61
2004,63,59,63,65,61,64,59,58,68,59,68,65
2005,68,67,69,69,65,64,72,70,62,64,63,70
2006,63,70,74,67,74,74,68,76,80,74,69,76
2007,75,72,73,76,76,74,74,70,69,77,66,62
2008,70,73,59,70,58,64,58,62,55,58,59,52
2009,55,54,50,45,44,45,47,44,46,43,47,47
2010,42,40,55,59,53,48,49,48,51,58,56,44
2011,45,44,61,50,53,54,54,60,57,58,55,64
2012,59,55,59,54,60,61,60,58,59,55,51,58
2013,54,59,58,63,68,71,56,61,63,61,68,55
2014,69,69,66,65,61,65,65,64,70,72,69,68
2015,66,66,59,65,67,63,65,64,59,62,68,72
2016,73,67,64,62,62,59,62,58,59,60,62,57
2017,62,64,66,60,60,70,64,68,67,66,65,71
2018,65,67,77,77,80,79,73,89,83,88,86,79
2019,72,84,75,76,71,74,71,70,80,67,71,66
2020,76,69,66,62,101,76,67,66,66,74,68,64
2021,64,63,69,79,74,68,91,73,78,84,81,84
