Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,11,11,14,11,11,11,10,8,13,12,11
2002,11,9,10,11,11,10,10,11,10,8,10,11
2003,11,11,13,10,9,10,9,9,10,10,9,10
2004,10,11,11,10,11,11,11,13,10,9,10,11
2005,11,10,13,11,11,12,11,13,14,13,14,12
2006,12,12,12,11,11,12,12,12,11,12,12,13
2007,14,13,12,14,12,12,15,12,11,13,10,12
2008,12,12,12,12,13,12,11,11,11,10,9,11
2009,7,9,8,8,7,7,7,8,7,6,10,7
2010,7,8,7,7,8,8,6,7,7,7,9,7
2011,8,7,8,7,8,8,8,8,9,9,8,8
2012,9,9,8,8,8,8,8,8,8,9,9,9
2013,9,8,9,10,9,8,9,11,9,9,9,10
2014,9,9,9,10,10,9,10,13,10,11,10,11
2015,10,15,12,10,11,11,12,11,11,12,12,11
2016,13,13,12,13,14,13,13,17,16,12,12,12
2017,15,13,13,14,13,15,14,13,14,13,14,14
2018,12,13,14,16,16,14,14,14,14,16,16,14
2019,20,17,15,15,15,16,17,15,16,17,14,18
2020,13,15,13,12,13,11,16,12,24,11,11,8
2021,12,12,13,22,24,16,19,19,38,17,16,16
