Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,8,8,8,8,7,8,8,7,7,7,7,6
2002,8,7,7,9,7,7,7,8,7,7,7,8
2003,8,7,7,6,7,7,6,6,7,9,7,7
2004,6,7,8,7,8,8,7,8,7,7,7,7
2005,7,8,8,8,8,9,8,10,9,9,11,10
2006,9,9,9,9,8,9,9,9,8,8,9,8
2007,9,8,9,9,8,9,11,9,8,10,8,9
2008,9,9,9,8,9,8,9,8,8,8,6,8
2009,7,8,6,6,5,7,5,5,5,5,6,5
2010,4,5,5,5,5,5,4,4,5,5,5,5
2011,5,5,5,5,5,5,5,6,6,5,6,6
2012,6,6,7,7,7,7,7,6,6,7,7,6
2013,8,7,6,7,6,6,7,7,6,7,7,7
2014,7,7,7,6,7,7,8,8,8,8,8,7
2015,7,9,10,8,8,8,8,8,8,8,9,8
2016,7,8,8,9,8,9,8,7,8,8,8,8
2017,8,8,8,8,8,9,9,8,8,8,7,8
2018,9,9,9,8,9,9,9,10,9,9,8,9
2019,10,9,10,10,10,9,10,10,10,10,10,10
2020,10,10,7,3,5,6,8,6,7,8,7,7
2021,9,10,9,7,7,8,9,9,9,10,10,10
