Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,121,136,109,98,99,97,103,93,80,95,102,90
2002,97,93,96,126,100,98,97,87,101,96,100,109
2003,107,98,95,104,110,104,99,112,113,115,85,98
2004,92,99,104,110,105,100,95,99,94,106,93,100
2005,124,109,118,116,114,109,125,117,127,113,125,126
2006,127,133,108,108,111,128,122,115,112,111,121,115
2007,105,110,120,117,110,133,112,121,115,139,119,107
2008,115,115,109,115,126,98,95,112,103,92,93,92
2009,88,77,78,98,66,76,81,62,66,72,73,79
2010,77,81,102,77,87,75,77,76,69,67,75,104
2011,85,83,79,74,86,80,91,90,94,91,79,78
2012,73,79,92,92,85,92,79,98,98,100,87,91
2013,93,114,93,103,96,92,100,94,93,101,107,110
2014,101,109,114,103,84,114,117,102,134,113,112,114
2015,123,111,105,102,117,119,109,109,126,117,120,125
2016,122,102,119,121,108,108,115,103,101,85,92,91
2017,119,116,117,126,117,124,117,144,121,118,128,138
2018,129,127,115,118,134,140,136,136,104,136,138,138
2019,123,114,128,141,132,125,125,131,130,142,109,100
2020,128,124,119,75,202,153,104,138,142,122,119,105
2021,117,122,142,126,124,126,135,138,139,128,135,142
