"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",35050.546818366,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",35547.3078685898,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",36945.8388759247,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",37792.1619839141,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",37824.3577916122,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",38822.8784156785,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",39731.0030723407,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",40413.1353230781,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",40625.7132866879,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",40843.9674199349,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",41620.2018897247,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",42993.8338865253,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",43899.0209557652,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",44807.6303556323,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",45406.405989497,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",45794.6343991341,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",46189.5033711431,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",46828.7275024312,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",46842.0146347727,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",46879.3937880133,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",46410.7303768431,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",46395.4298405516,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",46758.811643577,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",47169.4791171538,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",46898.6579732219,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",47244.6404457039,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",47731.3810694198,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",47877.6324062913,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",49707.6290980261,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",36406.3400578098,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",36827.9316116628,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",37240.1678735709,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",37669.4979917754,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",37826.8644706853,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",38388.1597060243,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",38501.8421413919,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",38932.2118077426,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",39533.7108468679,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",40404.2167691075,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",40596.6445951239,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",40852.1825018759,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",41954.1258314029,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",42296.6523148312,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",42986.244252655,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",43504.1324562404,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",43989.842643363,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",44150.8662706574,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",44066.1904791078,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",45468.229882477,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",46386.1118555352,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",46302.8163666344,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",46602.6466219276,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",46995.2170551426,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",47318.5317957179,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",47769.9773576127,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",48322.4788674439,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",48993.0499210396,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",48930.5037126329,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",49402.5244825536,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",47372.8084858398,,
"FRA","France","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",49312.5814817124,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",41924.8819886156,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",44497.3573380858,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",44790.2271798205,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",44888.7651123489,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",45840.297418335,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",46367.0735162019,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",46170.9938505384,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",46736.3944928476,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",47358.1609448957,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",47630.9362473236,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",47978.289176264,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",48260.950516707,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",48420.9003393179,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",48414.6560431125,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",48589.6709394897,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",48580.3615468933,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",48432.5439923966,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",48649.5661179795,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",48659.3294771171,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",49085.4418181365,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",50075.8882356451,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",50743.6018929134,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",51221.4731511943,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",52080.3601151976,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",53277.9337901734,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",54093.9104742941,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",54663.8550180622,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",55442.5636927834,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",56332.1609469743,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",55920.6690928235,,
"DEU","Germany","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",56040.2161468624,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",21006.8264231154,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",21224.7590161742,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",23613.5402211417,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",25566.4468492557,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",25975.0808477967,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",27453.1233512965,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",28375.8663831811,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",30956.100245246,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",32319.6806789271,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",32912.3962172002,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",32802.5260136467,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",33192.70112636,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",33198.830858902,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",32685.048263139,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",34228.2245278187,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",32664.8556355899,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",30592.6257594606,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",28812.3590929224,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",26929.4689535767,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",26818.6088636713,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",27082.0734366134,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",26460.6757105503,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",26629.7747446517,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",25400.4681553569,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",25629.6136887256,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",25719.5130850906,,
"GRC","Greece","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",25743.5073041973,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",14951.1266197685,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",14956.6487761518,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",15325.7264425131,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",15669.9225819232,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",15737.9655435961,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",16462.6021061384,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",17713.9492558374,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",18599.3426044854,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",20088.3335667608,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",21490.6683325556,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",22438.3618536691,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",22874.70203962,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",22705.0639650879,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",23021.2956335465,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",21704.9517002736,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",21991.4515250729,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",22275.5023240536,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",21533.7985602137,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",21310.7788205027,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",21030.7013397901,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",21193.7019748853,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",21385.9900179807,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",22932.8795299802,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",24056.025348271,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",24852.7035959588,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",25274.6430734428,,
"HUN","Hungary","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",26268.0369337144,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",26862.5192830562,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",27972.400891202,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",29137.9508687056,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",30580.2907558098,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",30779.9058830745,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",31326.3337690155,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",31801.0349339223,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",33565.687233841,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",35558.7440935331,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",36367.1193747759,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",37155.235995148,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",38575.8948508008,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",38968.0393573658,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",40141.8306228462,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",41499.8591948767,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",43042.7917098121,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",43408.382970429,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",44660.9331148073,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",46416.5333137634,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",50191.0806480324,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",50349.6186589652,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",49757.5205468858,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",49401.3812825716,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",48266.1960432386,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",47981.406664507,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",47926.2351539284,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",48576.1930325078,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",49194.6667553763,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",49552.9862607009,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",50447.9581379289,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",50751.3923804161,,
"IRL","Ireland","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",51045.0787116261,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",40282.0737299395,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",40620.4883151397,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",40581.1632082795,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",39956.0793372764,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",39438.6698038646,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",38575.2494874017,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",38888.5527853286,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",39998.7170644818,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",40132.6666921689,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",40591.69010925,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",40574.8935825587,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",40862.3745865276,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",40572.9991356831,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",40461.0260455649,,
"ITA","Italy","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",41244.2822031254,,
