"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",89.64555,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",90.15361,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",90.84926,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",91.09938,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",91.34951,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",91.98263,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",92.93623,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",92.99876,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",93.24888,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",93.78039,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",93.89763,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",94.49168,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",95.32021,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",96.01586,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",96.04589,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.18253,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.18309,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.89549,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.39977,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100.0083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.5917,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.75,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",103.0667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",104.5833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",105.7083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",107.775,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",115.3917,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",88.12087,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",89.11868,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",89.96368,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",90.52065,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",90.91946,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",91.68195,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",92.38485,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",93.20235,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",93.11066,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",93.22527,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",93.42822,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",93.35815,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",93.54499,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",94.01988,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",94.79839,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",95.30202,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",96.16767,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",97.62897,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.81163,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.28815,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100.0083,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.1333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.6917,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.3583,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.6167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.375,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",105.05,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","DEU","Germany","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",112.1583,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",60.05494,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",64.22637,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",67.23916,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",71.9383,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",74.93459,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",76.575,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",77.725,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.90833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",80.19167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.79166,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",85.975,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",88.61667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",94.475,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",100.075,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.25,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",101.1333,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",101.4083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",101.5,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",101.5667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.9583,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.99167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.91666,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",99.91666,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",100.7167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",100.8083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",102.2417,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",107.9167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",113.825,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",64.813,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",68.19157,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",70.43645,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",75.44365,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",77.56571,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",80.40833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",80.925,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.05,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",82.69167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",85.85833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",87.2,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",89.775,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",94.85,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",99.54166,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",99.74167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",100.5333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",100.7167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.9417,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",101.0333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.575,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.125,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.2917,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",100.9583,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",101.0667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.0833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",107.675,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","GRC","Greece","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",116.975,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",63.1221,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",66.41093,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",70.01962,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",73.63582,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",75.38492,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",76.94662,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",79.9659,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",83.29058,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",87.0803,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",88.57259,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.60627,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.3271,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.16241,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.80228,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.91212,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.8929,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.72891,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.7654,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.08,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.4708,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",113.6414,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.8023,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",119.7952,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",137.3268,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",91.23798,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",86.41693,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",88.63361,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",88.79405,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",85.93513,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",85.94972,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.63528,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",87.52505,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",91.39041,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.91158,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",85.96431,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",92.95844,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",93.34993,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",94.89772,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.53885,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.65108,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.80999,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.84,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.9522,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.0086,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.8839,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",109.419,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",113.5273,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","HUN","Hungary","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",130.5631,,
