"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.31667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",85.99167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",88.225,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",91.88333,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",95.36667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",94.4,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",95.075,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.3,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.45834,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.63333,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.03333,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100.0083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.9583,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.6917,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",103.925,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.7833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.625,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.5167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",128.2583,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",73.10799,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",74.8491,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",76.33752,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",76.50175,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",76.54913,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",76.6281,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",77.48325,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",78.35262,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",79.69259,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",80.36534,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",83.75,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",84.875,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",85.13333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",85.61667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.375,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",88.83334,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",90.44167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",92.53333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",94.14167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.91666,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.71667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.88333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.575,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.99167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.75833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.99167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.7083,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.8417,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.6833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.0667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",108.6667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",111.8,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NLD","Netherlands","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",120.2083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",59.14524,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",60.28527,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",60.54164,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",62.13441,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",63.93991,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.49712,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",67.03892,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",68.83073,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",69.9725,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",71.62263,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",74.93958,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",75.67297,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",79.13159,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",84.29036,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",87.88232,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.20744,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.13268,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.97449,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.07475,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.67497,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.9086,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",103.992,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.6422,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.3842,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.7761,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",115.518,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",125.4271,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.3425,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",67.91252,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",68.39326,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",70.2493,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",71.54548,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",73.15224,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",74.7271,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",76.24364,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",76.75194,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",78.33514,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",79.96834,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",80.8016,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",83.67636,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",86.49279,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",92.02567,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",92.08399,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.95892,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.15049,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.22531,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.45013,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.6915,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.1748,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",104.1747,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.766,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.5408,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",113.1656,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","NOR","Norway","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",122.3065,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",106.8667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",105.9917,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",105.8,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",104.3583,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",104.1167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",99.26667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",99.1,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",99.80833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.44167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.85833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.2917,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.8583,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",103.9417,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",103.25,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.9167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",108.0083,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",118.55,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",101.4833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",100.8417,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",101.5333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",103.4667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",104.5167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",102.3333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",98.51667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",96.96667,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",94.25833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.4333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",96.14167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",98.34167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",101.0167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",101.1333,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.85833,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.0417,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.325,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.3167,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.2583,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",104.4,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",106.7917,,
"PITGVG01","Type of goods - Total Producer prices - Investment goods","POL","Poland","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",114.425,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",83.05833,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",86.325,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",88.36667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",89.09167,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",89.71667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",98.775,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",99.31667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",99.36667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",99.625,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",98.71667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",97.61667,,
"PITGVG02","Type of goods - Domestic Producer prices - Investment goods","PRT","Portugal","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.65,,
