state,y2001:Q1,y2001:Q2,y2001:Q3,y2001:Q4,y2002:Q1,y2002:Q2,y2002:Q3,y2002:Q4,y2003:Q1,y2003:Q2,y2003:Q3,y2003:Q4,y2004:Q1,y2004:Q2,y2004:Q3,y2004:Q4,y2005:Q1,y2005:Q2,y2005:Q3,y2005:Q4,y2006:Q1,y2006:Q2,y2006:Q3,y2006:Q4,y2007:Q1,y2007:Q2,y2007:Q3,y2007:Q4,y2008:Q1,y2008:Q2,y2008:Q3,y2008:Q4,y2009:Q1,y2009:Q2,y2009:Q3,y2009:Q4,y2010:Q1,y2010:Q2,y2010:Q3,y2010:Q4,y2011:Q1,y2011:Q2,y2011:Q3,y2011:Q4,y2012:Q1,y2012:Q2,y2012:Q3,y2012:Q4,y2013:Q1,y2013:Q2,y2013:Q3,y2013:Q4,y2014:Q1,y2014:Q2,y2014:Q3,y2014:Q4,y2015:Q1,y2015:Q2,y2015:Q3,y2015:Q4,y2016:Q1,y2016:Q2,y2016:Q3,y2016:Q4,y2017:Q1,y2017:Q2,y2017:Q3,y2017:Q4,y2018:Q1,y2018:Q2,y2018:Q3,y2018:Q4,y2019:Q1,y2019:Q2,y2019:Q3,y2019:Q4,y2020:Q1,y2020:Q2,y2020:Q3,y2020:Q4,y2021:Q1,y2021:Q2,y2021:Q3,y2021:Q4
0,81.70148331,81.83475119,81.50683141,81.73323756,82.40999509,82.91756324,83.25163537,83.36053181,83.79119569,84.53993562,85.94943698,86.94119438,87.43891879,88.11998296,88.94931855,89.85863458,90.85654432,91.29889765,92.01626064,92.53859441,93.78690443,94.01700199,94.15850584,94.95277309,95.23208938,95.83994069,96.4170303,97.00457888,96.60959858,97.16269405,96.65081926,94.54056623,93.43868192,93.28056675,93.61771505,94.61808573,95.09120077,96.01097578,96.75356336,97.25620963,97.02180544,97.67949071,97.64196143,98.73707816,99.597,100.056,100.156,100.191,101.064,101.192,102.154,103.111,102.674,104.135,105.553,106.104,107.122,107.752,108.131,108.307,109.002,109.34,110.021,110.629,111.212,111.94,112.795,113.947,114.899,115.941,116.551,116.853,117.748,118.677,119.57,120.037,118.22,106.799,115.84,117.258,119.282,121.357,121.938,124.269
