state,date,PUAPEUC,,,,,
VA,2021-05-01,214,,,,,
WA,2021-05-01,1863,,,,,
WV,2021-05-01,743,,,,,
WI,2021-05-01,1546,,,,,
WY,2021-05-01,18,,,,,
AL,2021-05-08,2404,,,,,
AK,2021-05-08,227,,,,,
AZ,2021-05-08,1905,,,,,
AR,2021-05-08,1088,,,,,
CA,2021-05-08,18823,,,,,
CO,2021-05-08,616,,,,,
CT,2021-05-08,241,,,,,
DE,2021-05-08,51,,,,,
DC,2021-05-08,32,,,,,
FL,2021-05-08,2118,,,,,
GA,2021-05-08,899,,,,,
HI,2021-05-08,323,,,,,
ID,2021-05-08,51,,,,,
IL,2021-05-08,2619,,,,,
IN,2021-05-08,3751,,,,,
IA,2021-05-08,402,,,,,
KS,2021-05-08,273,,,,,
KY,2021-05-08,1625,,,,,
LA,2021-05-08,1712,,,,,
ME,2021-05-08,89,,,,,
MD,2021-05-08,4827,,,,,
MA,2021-05-08,1423,,,,,
MI,2021-05-08,2199,,,,,
MN,2021-05-08,0,,,,,
MS,2021-05-08,558,,,,,
MO,2021-05-08,907,,,,,
MT,2021-05-08,267,,,,,
NE,2021-05-08,72,,,,,
NV,2021-05-08,360,,,,,
NH,2021-05-08,76,,,,,
NJ,2021-05-08,2662,,,,,
NM,2021-05-08,6480,,,,,
NY,2021-05-08,2073,,,,,
NC,2021-05-08,2326,,,,,
ND,2021-05-08,97,,,,,
OH,2021-05-08,8556,,,,,
OK,2021-05-08,3546,,,,,
OR,2021-05-08,3441,,,,,
PA,2021-05-08,7429,,,,,
PR,2021-05-08,3226,,,,,
RI,2021-05-08,1982,,,,,
SC,2021-05-08,1248,,,,,
SD,2021-05-08,1,,,,,
TN,2021-05-08,1495,,,,,
TX,2021-05-08,2745,,,,,
UT,2021-05-08,302,,,,,
VT,2021-05-08,16,,,,,
VI,2021-05-08,6,,,,,
VA,2021-05-08,1175,,,,,
WA,2021-05-08,2494,,,,,
WV,2021-05-08,771,,,,,
WI,2021-05-08,1628,,,,,
WY,2021-05-08,38,,,,,
AL,2021-05-15,2059,,,,,
AK,2021-05-15,258,,,,,
AZ,2021-05-15,1755,,,,,
AR,2021-05-15,2245,,,,,
CA,2021-05-15,17258,,,,,
CO,2021-05-15,721,,,,,
CT,2021-05-15,264,,,,,
DE,2021-05-15,49,,,,,
DC,2021-05-15,44,,,,,
FL,2021-05-15,3333,,,,,
GA,2021-05-15,805,,,,,
HI,2021-05-15,387,,,,,
ID,2021-05-15,38,,,,,
IL,2021-05-15,3334,,,,,
IN,2021-05-15,3108,,,,,
IA,2021-05-15,358,,,,,
KS,2021-05-15,264,,,,,
KY,2021-05-15,610,,,,,
LA,2021-05-15,1348,,,,,
ME,2021-05-15,101,,,,,
MD,2021-05-15,5705,,,,,
MA,2021-05-15,1255,,,,,
MI,2021-05-15,2197,,,,,
MN,2021-05-15,1,,,,,
MS,2021-05-15,523,,,,,
MO,2021-05-15,894,,,,,
MT,2021-05-15,322,,,,,
NE,2021-05-15,53,,,,,
NV,2021-05-15,288,,,,,
NH,2021-05-15,45,,,,,
NJ,2021-05-15,1539,,,,,
NM,2021-05-15,4541,,,,,
NY,2021-05-15,2083,,,,,
NC,2021-05-15,2237,,,,,
ND,2021-05-15,83,,,,,
OH,2021-05-15,6117,,,,,
OK,2021-05-15,5439,,,,,
OR,2021-05-15,2271,,,,,
PA,2021-05-15,5936,,,,,
PR,2021-05-15,3100,,,,,
RI,2021-05-15,1459,,,,,
SC,2021-05-15,660,,,,,
SD,2021-05-15,6,,,,,
TN,2021-05-15,1395,,,,,
TX,2021-05-15,2978,,,,,
UT,2021-05-15,313,,,,,
VT,2021-05-15,6,,,,,
VI,2021-05-15,6,,,,,
VA,2021-05-15,1103,,,,,
WA,2021-05-15,2307,,,,,
WV,2021-05-15,673,,,,,
WI,2021-05-15,1234,,,,,
WY,2021-05-15,34,,,,,
AL,2021-05-22,1726,,,,,
AK,2021-05-22,332,,,,,
AZ,2021-05-22,1647,,,,,
AR,2021-05-22,1240,,,,,
CA,2021-05-22,13886,,,,,
CO,2021-05-22,877,,,,,
CT,2021-05-22,303,,,,,
DE,2021-05-22,41,,,,,
DC,2021-05-22,34,,,,,
FL,2021-05-22,2034,,,,,
GA,2021-05-22,685,,,,,
HI,2021-05-22,365,,,,,
ID,2021-05-22,37,,,,,
IL,2021-05-22,3576,,,,,
IN,2021-05-22,2550,,,,,
IA,2021-05-22,306,,,,,
KS,2021-05-22,259,,,,,
KY,2021-05-22,1197,,,,,
LA,2021-05-22,1227,,,,,
ME,2021-05-22,208,,,,,
MD,2021-05-22,5983,,,,,
MA,2021-05-22,1064,,,,,
MI,2021-05-22,1953,,,,,
MN,2021-05-22,1,,,,,
MS,2021-05-22,260,,,,,
MO,2021-05-22,673,,,,,
MT,2021-05-22,152,,,,,
NE,2021-05-22,46,,,,,
NV,2021-05-22,220,,,,,
NH,2021-05-22,52,,,,,
NJ,2021-05-22,5165,,,,,
NM,2021-05-22,5391,,,,,
NY,2021-05-22,1787,,,,,
NC,2021-05-22,1933,,,,,
ND,2021-05-22,67,,,,,
OH,2021-05-22,3281,,,,,
OK,2021-05-22,108,,,,,
OR,2021-05-22,2583,,,,,
PA,2021-05-22,5719,,,,,
PR,2021-05-22,2106,,,,,
RI,2021-05-22,1323,,,,,
SC,2021-05-22,656,,,,,
SD,2021-05-22,1,,,,,
TN,2021-05-22,1172,,,,,
TX,2021-05-22,2291,,,,,
UT,2021-05-22,244,,,,,
VT,2021-05-22,7,,,,,
VI,2021-05-22,14,,,,,
VA,2021-05-22,1022,,,,,
WA,2021-05-22,1781,,,,,
WV,2021-05-22,706,,,,,
WI,2021-05-22,1105,,,,,
WY,2021-05-22,8,,,,,
AL,2021-05-29,1198,,,,,
AK,2021-05-29,164,,,,,
AZ,2021-05-29,1623,,,,,
AR,2021-05-29,916,,,,,
CA,2021-05-29,14472,,,,,
CO,2021-05-29,889,,,,,
CT,2021-05-29,239,,,,,
DE,2021-05-29,65,,,,,
DC,2021-05-29,32,,,,,
FL,2021-05-29,2041,,,,,
GA,2021-05-29,600,,,,,
HI,2021-05-29,274,,,,,
ID,2021-05-29,40,,,,,
IL,2021-05-29,4586,,,,,
IN,2021-05-29,2183,,,,,
IA,2021-05-29,257,,,,,
KS,2021-05-29,248,,,,,
KY,2021-05-29,981,,,,,
LA,2021-05-29,1327,,,,,
ME,2021-05-29,87,,,,,
MD,2021-05-29,5983,,,,,
MA,2021-05-29,883,,,,,
MI,2021-05-29,1771,,,,,
MN,2021-05-29,0,,,,,
MS,2021-05-29,451,,,,,
MO,2021-05-29,506,,,,,
MT,2021-05-29,139,,,,,
NE,2021-05-29,6,,,,,
NV,2021-05-29,240,,,,,
NH,2021-05-29,40,,,,,
NJ,2021-05-29,774,,,,,
NM,2021-05-29,6387,,,,,
NY,2021-05-29,1682,,,,,
NC,2021-05-29,1689,,,,,
ND,2021-05-29,129,,,,,
OH,2021-05-29,2087,,,,,
OK,2021-05-29,73,,,,,
OR,2021-05-29,1568,,,,,
PA,2021-05-29,5700,,,,,
PR,2021-05-29,1598,,,,,
RI,2021-05-29,989,,,,,
SC,2021-05-29,616,,,,,
SD,2021-05-29,4,,,,,
TN,2021-05-29,1422,,,,,
TX,2021-05-29,1856,,,,,
UT,2021-05-29,167,,,,,
VT,2021-05-29,7,,,,,
VI,2021-05-29,7,,,,,
VA,2021-05-29,1141,,,,,
WA,2021-05-29,1653,,,,,
WV,2021-05-29,596,,,,,
WI,2021-05-29,856,,,,,
WY,2021-05-29,7,,,,,
AL,2021-06-05,879,,,,,
AK,2021-06-05,175,,,,,
AZ,2021-06-05,1420,,,,,
AR,2021-06-05,699,,,,,
CA,2021-06-05,13967,,,,,
CO,2021-06-05,1098,,,,,
CT,2021-06-05,194,,,,,
DE,2021-06-05,33,,,,,
DC,2021-06-05,24,,,,,
FL,2021-06-05,1341,,,,,
GA,2021-06-05,619,,,,,
HI,2021-06-05,262,,,,,
ID,2021-06-05,25,,,,,
IL,2021-06-05,5553,,,,,
IN,2021-06-05,1911,,,,,
IA,2021-06-05,221,,,,,
KS,2021-06-05,199,,,,,
KY,2021-06-05,2076,,,,,
LA,2021-06-05,1179,,,,,
ME,2021-06-05,152,,,,,
MD,2021-06-05,5983,,,,,
MA,2021-06-05,882,,,,,
MI,2021-06-05,1416,,,,,
MN,2021-06-05,0,,,,,
MS,2021-06-05,262,,,,,
MO,2021-06-05,386,,,,,
MT,2021-06-05,190,,,,,
NE,2021-06-05,33,,,,,
NV,2021-06-05,195,,,,,
NH,2021-06-05,31,,,,,
NJ,2021-06-05,798,,,,,
NM,2021-06-05,7917,,,,,
NY,2021-06-05,1498,,,,,
NC,2021-06-05,1506,,,,,
ND,2021-06-05,46,,,,,
OH,2021-06-05,1395,,,,,
OK,2021-06-05,70,,,,,
OR,2021-06-05,1265,,,,,
PA,2021-06-05,5528,,,,,
PR,2021-06-05,1566,,,,,
RI,2021-06-05,896,,,,,
SC,2021-06-05,449,,,,,
SD,2021-06-05,0,,,,,
TN,2021-06-05,1494,,,,,
TX,2021-06-05,1452,,,,,
UT,2021-06-05,149,,,,,
VT,2021-06-05,0,,,,,
VI,2021-06-05,36,,,,,
VA,2021-06-05,857,,,,,
WA,2021-06-05,1416,,,,,
WV,2021-06-05,669,,,,,
WI,2021-06-05,804,,,,,
WY,2021-06-05,9,,,,,
AL,2021-06-12,772,,,,,
AK,2021-06-12,129,,,,,
AZ,2021-06-12,1474,,,,,
AR,2021-06-12,544,,,,,
CA,2021-06-12,19229,,,,,
CO,2021-06-12,1328,,,,,
CT,2021-06-12,193,,,,,
DE,2021-06-12,56,,,,,
DC,2021-06-12,30,,,,,
FL,2021-06-12,1396,,,,,
GA,2021-06-12,654,,,,,
HI,2021-06-12,349,,,,,
ID,2021-06-12,47,,,,,
IL,2021-06-12,11016,,,,,
IN,2021-06-12,1951,,,,,
IA,2021-06-12,250,,,,,
KS,2021-06-12,189,,,,,
KY,2021-06-12,10667,,,,,
LA,2021-06-12,1139,,,,,
ME,2021-06-12,298,,,,,
MD,2021-06-12,3764,,,,,
MA,2021-06-12,1042,,,,,
MI,2021-06-12,1752,,,,,
MN,2021-06-12,2,,,,,
MS,2021-06-12,372,,,,,
MO,2021-06-12,413,,,,,
MT,2021-06-12,238,,,,,
NE,2021-06-12,30,,,,,
NV,2021-06-12,251,,,,,
NH,2021-06-12,34,,,,,
NJ,2021-06-12,803,,,,,
NM,2021-06-12,11937,,,,,
NY,2021-06-12,1327,,,,,
NC,2021-06-12,1328,,,,,
ND,2021-06-12,106,,,,,
OH,2021-06-12,3593,,,,,
OK,2021-06-12,72,,,,,
OR,2021-06-12,1297,,,,,
PA,2021-06-12,6979,,,,,
PR,2021-06-12,1507,,,,,
RI,2021-06-12,1094,,,,,
SC,2021-06-12,469,,,,,
SD,2021-06-12,3,,,,,
TN,2021-06-12,1317,,,,,
TX,2021-06-12,2004,,,,,
UT,2021-06-12,150,,,,,
VT,2021-06-12,9,,,,,
VI,2021-06-12,0,,,,,
VA,2021-06-12,1195,,,,,
WA,2021-06-12,1483,,,,,
WV,2021-06-12,673,,,,,
WI,2021-06-12,806,,,,,
WY,2021-06-12,10,,,,,
AL,2021-06-19,709,,,,,
AK,2021-06-19,168,,,,,
AZ,2021-06-19,1463,,,,,
AR,2021-06-19,468,,,,,
CA,2021-06-19,20800,,,,,
CO,2021-06-19,1686,,,,,
CT,2021-06-19,277,,,,,
DE,2021-06-19,30,,,,,
DC,2021-06-19,26,,,,,
FL,2021-06-19,1029,,,,,
GA,2021-06-19,580,,,,,
HI,2021-06-19,406,,,,,
ID,2021-06-19,22,,,,,
IL,2021-06-19,7572,,,,,
IN,2021-06-19,1996,,,,,
IA,2021-06-19,134,,,,,
KS,2021-06-19,180,,,,,
KY,2021-06-19,25961,,,,,
LA,2021-06-19,928,,,,,
ME,2021-06-19,99,,,,,
MD,2021-06-19,6006,,,,,
MA,2021-06-19,925,,,,,
MI,2021-06-19,1542,,,,,
MN,2021-06-19,0,,,,,
MS,2021-06-19,0,,,,,
MO,2021-06-19,55,,,,,
MT,2021-06-19,260,,,,,
NE,2021-06-19,30,,,,,
NV,2021-06-19,223,,,,,
NH,2021-06-19,6,,,,,
NJ,2021-06-19,803,,,,,
NM,2021-06-19,10584,,,,,
NY,2021-06-19,1235,,,,,
NC,2021-06-19,1269,,,,,
ND,2021-06-19,125,,,,,
OH,2021-06-19,3274,,,,,
OK,2021-06-19,51,,,,,
OR,2021-06-19,1845,,,,,
PA,2021-06-19,8918,,,,,
PR,2021-06-19,1580,,,,,
RI,2021-06-19,1081,,,,,
SC,2021-06-19,473,,,,,
SD,2021-06-19,1,,,,,
TN,2021-06-19,1135,,,,,
TX,2021-06-19,2453,,,,,
UT,2021-06-19,127,,,,,
VT,2021-06-19,6,,,,,
VI,2021-06-19,1,,,,,
VA,2021-06-19,469,,,,,
WA,2021-06-19,1595,,,,,
WV,2021-06-19,443,,,,,
WI,2021-06-19,722,,,,,
WY,2021-06-19,7,,,,,
AL,2021-06-26,682,,,,,
AK,2021-06-26,95,,,,,
AZ,2021-06-26,1316,,,,,
AR,2021-06-26,469,,,,,
CA,2021-06-26,26590,,,,,
CO,2021-06-26,1989,,,,,
CT,2021-06-26,203,,,,,
DE,2021-06-26,25,,,,,
DC,2021-06-26,28,,,,,
FL,2021-06-26,1262,,,,,
GA,2021-06-26,630,,,,,
HI,2021-06-26,439,,,,,
ID,2021-06-26,32,,,,,
IL,2021-06-26,3086,,,,,
IN,2021-06-26,0,,,,,
IA,2021-06-26,109,,,,,
KS,2021-06-26,81,,,,,
KY,2021-06-26,22563,,,,,
LA,2021-06-26,909,,,,,
ME,2021-06-26,706,,,,,
MD,2021-06-26,4068,,,,,
MA,2021-06-26,1055,,,,,
MI,2021-06-26,1851,,,,,
MN,2021-06-26,2,,,,,
MS,2021-06-26,0,,,,,
MO,2021-06-26,43,,,,,
MT,2021-06-26,314,,,,,
NE,2021-06-26,12,,,,,
NV,2021-06-26,221,,,,,
NH,2021-06-26,25,,,,,
NJ,2021-06-26,1174,,,,,
NM,2021-06-26,14992,,,,,
NY,2021-06-26,1273,,,,,
NC,2021-06-26,1248,,,,,
ND,2021-06-26,28,,,,,
OH,2021-06-26,3978,,,,,
OK,2021-06-26,46,,,,,
OR,2021-06-26,1730,,,,,
PA,2021-06-26,8641,,,,,
PR,2021-06-26,3367,,,,,
RI,2021-06-26,1374,,,,,
SC,2021-06-26,635,,,,,
SD,2021-06-26,21,,,,,
TN,2021-06-26,1456,,,,,
TX,2021-06-26,2039,,,,,
UT,2021-06-26,255,,,,,
VT,2021-06-26,6,,,,,
VI,2021-06-26,32,,,,,
VA,2021-06-26,638,,,,,
WA,2021-06-26,1674,,,,,
WV,2021-06-26,0,,,,,
WI,2021-06-26,770,,,,,
WY,2021-06-26,4,,,,,
AL,2021-07-03,320,,,,,
AK,2021-07-03,73,,,,,
AZ,2021-07-03,1328,,,,,
AR,2021-07-03,5,,,,,
CA,2021-07-03,37286,,,,,
CO,2021-07-03,1914,,,,,
CT,2021-07-03,275,,,,,
DE,2021-07-03,31,,,,,
DC,2021-07-03,37,,,,,
FL,2021-07-03,853,,,,,
GA,2021-07-03,544,,,,,
HI,2021-07-03,727,,,,,
ID,2021-07-03,17,,,,,
IL,2021-07-03,1782,,,,,
IN,2021-07-03,0,,,,,
IA,2021-07-03,97,,,,,
KS,2021-07-03,130,,,,,
KY,2021-07-03,6231,,,,,
LA,2021-07-03,779,,,,,
ME,2021-07-03,114,,,,,
MD,2021-07-03,4986,,,,,
MA,2021-07-03,1158,,,,,
MI,2021-07-03,1516,,,,,
MN,2021-07-03,0,,,,,
MS,2021-07-03,0,,,,,
MO,2021-07-03,36,,,,,
MT,2021-07-03,147,,,,,
NE,2021-07-03,0,,,,,
NV,2021-07-03,306,,,,,
NH,2021-07-03,27,,,,,
NJ,2021-07-03,1114,,,,,
NM,2021-07-03,12769,,,,,
NY,2021-07-03,1351,,,,,
NC,2021-07-03,1251,,,,,
ND,2021-07-03,10,,,,,
OH,2021-07-03,3943,,,,,
OK,2021-07-03,0,,,,,
OR,2021-07-03,1403,,,,,
PA,2021-07-03,7811,,,,,
PR,2021-07-03,3108,,,,,
RI,2021-07-03,1922,,,,,
SC,2021-07-03,180,,,,,
SD,2021-07-03,8,,,,,
TN,2021-07-03,1078,,,,,
TX,2021-07-03,276,,,,,
UT,2021-07-03,189,,,,,
VT,2021-07-03,15,,,,,
VI,2021-07-03,10,,,,,
VA,2021-07-03,790,,,,,
WA,2021-07-03,1930,,,,,
WV,2021-07-03,0,,,,,
WI,2021-07-03,712,,,,,
WY,2021-07-03,1,,,,,
AL,2021-07-10,165,,,,,
AK,2021-07-10,89,,,,,
AZ,2021-07-10,1421,,,,,
AR,2021-07-10,3,,,,,
CA,2021-07-10,42361,,,,,
CO,2021-07-10,1162,,,,,
CT,2021-07-10,166,,,,,
DE,2021-07-10,12,,,,,
DC,2021-07-10,31,,,,,
FL,2021-07-10,148,,,,,
GA,2021-07-10,459,,,,,
HI,2021-07-10,614,,,,,
ID,2021-07-10,12,,,,,
IL,2021-07-10,1810,,,,,
IN,2021-07-10,0,,,,,
IA,2021-07-10,78,,,,,
KS,2021-07-10,183,,,,,
KY,2021-07-10,2130,,,,,
LA,2021-07-10,705,,,,,
ME,2021-07-10,63,,,,,
MD,2021-07-10,2355,,,,,
MA,2021-07-10,1274,,,,,
MI,2021-07-10,1557,,,,,
MN,2021-07-10,0,,,,,
MS,2021-07-10,0,,,,,
MO,2021-07-10,34,,,,,
MT,2021-07-10,136,,,,,
NE,2021-07-10,0,,,,,
NV,2021-07-10,289,,,,,
NH,2021-07-10,25,,,,,
NJ,2021-07-10,906,,,,,
NM,2021-07-10,13319,,,,,
NY,2021-07-10,1495,,,,,
NC,2021-07-10,1498,,,,,
ND,2021-07-10,1,,,,,
OH,2021-07-10,4805,,,,,
OK,2021-07-10,0,,,,,
OR,2021-07-10,1001,,,,,
PA,2021-07-10,8925,,,,,
PR,2021-07-10,1613,,,,,
RI,2021-07-10,2208,,,,,
SC,2021-07-10,58,,,,,
SD,2021-07-10,2,,,,,
TN,2021-07-10,1,,,,,
TX,2021-07-10,172,,,,,
UT,2021-07-10,142,,,,,
VT,2021-07-10,7,,,,,
VI,2021-07-10,0,,,,,
VA,2021-07-10,833,,,,,
WA,2021-07-10,1365,,,,,
WV,2021-07-10,0,,,,,
WI,2021-07-10,654,,,,,
WY,2021-07-10,0,,,,,
AL,2021-07-17,0,,,,,
AK,2021-07-17,71,,,,,
AZ,2021-07-17,1189,,,,,
AR,2021-07-17,1,,,,,
CA,2021-07-17,41054,,,,,
CO,2021-07-17,1369,,,,,
CT,2021-07-17,132,,,,,
DE,2021-07-17,39,,,,,
DC,2021-07-17,20,,,,,
FL,2021-07-17,291,,,,,
GA,2021-07-17,360,,,,,
HI,2021-07-17,502,,,,,
ID,2021-07-17,17,,,,,
IL,2021-07-17,1887,,,,,
IN,2021-07-17,7598,,,,,
IA,2021-07-17,83,,,,,
KS,2021-07-17,163,,,,,
KY,2021-07-17,1557,,,,,
LA,2021-07-17,806,,,,,
ME,2021-07-17,143,,,,,
MD,2021-07-17,3703,,,,,
MA,2021-07-17,1510,,,,,
MI,2021-07-17,1859,,,,,
MN,2021-07-17,1,,,,,
MS,2021-07-17,0,,,,,
MO,2021-07-17,34,,,,,
MT,2021-07-17,138,,,,,
NE,2021-07-17,0,,,,,
NV,2021-07-17,369,,,,,
NH,2021-07-17,67,,,,,
NJ,2021-07-17,1226,,,,,
NM,2021-07-17,17697,,,,,
NY,2021-07-17,1426,,,,,
NC,2021-07-17,1315,,,,,
ND,2021-07-17,1,,,,,
OH,2021-07-17,3897,,,,,
OK,2021-07-17,0,,,,,
OR,2021-07-17,886,,,,,
PA,2021-07-17,10375,,,,,
PR,2021-07-17,1216,,,,,
RI,2021-07-17,3222,,,,,
SC,2021-07-17,21,,,,,
SD,2021-07-17,3,,,,,
TN,2021-07-17,23,,,,,
TX,2021-07-17,177,,,,,
UT,2021-07-17,103,,,,,
VT,2021-07-17,6,,,,,
VI,2021-07-17,16,,,,,
VA,2021-07-17,929,,,,,
WA,2021-07-17,1606,,,,,
WV,2021-07-17,0,,,,,
WI,2021-07-17,760,,,,,
WY,2021-07-17,0,,,,,
AL,2021-07-24,0,,,,,
AK,2021-07-24,84,,,,,
AZ,2021-07-24,622,,,,,
AR,2021-07-24,1,,,,,
CA,2021-07-24,40161,,,,,
CO,2021-07-24,1119,,,,,
CT,2021-07-24,146,,,,,
DE,2021-07-24,20,,,,,
DC,2021-07-24,27,,,,,
FL,2021-07-24,291,,,,,
GA,2021-07-24,319,,,,,
HI,2021-07-24,506,,,,,
ID,2021-07-24,7,,,,,
IL,2021-07-24,1048,,,,,
IN,2021-07-24,2844,,,,,
IA,2021-07-24,79,,,,,
KS,2021-07-24,166,,,,,
KY,2021-07-24,914,,,,,
LA,2021-07-24,609,,,,,
ME,2021-07-24,139,,,,,
MD,2021-07-24,1089,,,,,
MA,2021-07-24,1618,,,,,
MI,2021-07-24,1697,,,,,
MN,2021-07-24,0,,,,,
MS,2021-07-24,0,,,,,
MO,2021-07-24,0,,,,,
MT,2021-07-24,156,,,,,
NE,2021-07-24,2,,,,,
NV,2021-07-24,435,,,,,
NH,2021-07-24,30,,,,,
NJ,2021-07-24,1083,,,,,
NM,2021-07-24,14070,,,,,
NY,2021-07-24,1092,,,,,
NC,2021-07-24,1316,,,,,
ND,2021-07-24,1,,,,,
OH,2021-07-24,4204,,,,,
OK,2021-07-24,0,,,,,
OR,2021-07-24,981,,,,,
PA,2021-07-24,7121,,,,,
PR,2021-07-24,1190,,,,,
RI,2021-07-24,4713,,,,,
SC,2021-07-24,20,,,,,
SD,2021-07-24,2,,,,,
TN,2021-07-24,26,,,,,
TX,2021-07-24,151,,,,,
UT,2021-07-24,82,,,,,
VT,2021-07-24,8,,,,,
VI,2021-07-24,11,,,,,
VA,2021-07-24,803,,,,,
WA,2021-07-24,1371,,,,,
WV,2021-07-24,0,,,,,
WI,2021-07-24,686,,,,,
WY,2021-07-24,0,,,,,
AL,2021-07-31,0,,,,,
AK,2021-07-31,75,,,,,
AZ,2021-07-31,662,,,,,
AR,2021-07-31,6,,,,,
CA,2021-07-31,47687,,,,,
CO,2021-07-31,1343,,,,,
CT,2021-07-31,148,,,,,
DE,2021-07-31,28,,,,,
DC,2021-07-31,20,,,,,
FL,2021-07-31,336,,,,,
GA,2021-07-31,339,,,,,
HI,2021-07-31,519,,,,,
ID,2021-07-31,6,,,,,
IL,2021-07-31,1126,,,,,
IN,2021-07-31,3865,,,,,
IA,2021-07-31,95,,,,,
KS,2021-07-31,183,,,,,
KY,2021-07-31,821,,,,,
LA,2021-07-31,431,,,,,
ME,2021-07-31,136,,,,,
MD,2021-07-31,1315,,,,,
MA,2021-07-31,2117,,,,,
MI,2021-07-31,1868,,,,,
MN,2021-07-31,1,,,,,
MS,2021-07-31,0,,,,,
MO,2021-07-31,0,,,,,
MT,2021-07-31,80,,,,,
NE,2021-07-31,3,,,,,
NV,2021-07-31,586,,,,,
NH,2021-07-31,28,,,,,
NJ,2021-07-31,1237,,,,,
NM,2021-07-31,9410,,,,,
NY,2021-07-31,1162,,,,,
NC,2021-07-31,1552,,,,,
ND,2021-07-31,2,,,,,
OH,2021-07-31,3463,,,,,
OK,2021-07-31,0,,,,,
OR,2021-07-31,1019,,,,,
PA,2021-07-31,5421,,,,,
PR,2021-07-31,1024,,,,,
RI,2021-07-31,2898,,,,,
SC,2021-07-31,11,,,,,
SD,2021-07-31,1,,,,,
TN,2021-07-31,28,,,,,
TX,2021-07-31,97,,,,,
UT,2021-07-31,34,,,,,
VT,2021-07-31,13,,,,,
VI,2021-07-31,15,,,,,
VA,2021-07-31,1230,,,,,
WA,2021-07-31,1354,,,,,
WV,2021-07-31,0,,,,,
WI,2021-07-31,632,,,,,
WY,2021-07-31,0,,,,,
AL,2021-08-07,0,,,,,
AK,2021-08-07,78,,,,,
AZ,2021-08-07,562,,,,,
AR,2021-08-07,19,,,,,
CA,2021-08-07,51812,,,,,
CO,2021-08-07,1692,,,,,
CT,2021-08-07,148,,,,,
DE,2021-08-07,38,,,,,
DC,2021-08-07,47,,,,,
FL,2021-08-07,562,,,,,
GA,2021-08-07,372,,,,,
HI,2021-08-07,409,,,,,
ID,2021-08-07,10,,,,,
IL,2021-08-07,1172,,,,,
IN,2021-08-07,4050,,,,,
IA,2021-08-07,83,,,,,
KS,2021-08-07,196,,,,,
KY,2021-08-07,712,,,,,
LA,2021-08-07,305,,,,,
ME,2021-08-07,125,,,,,
MD,2021-08-07,1382,,,,,
MA,2021-08-07,2803,,,,,
MI,2021-08-07,7917,,,,,
MN,2021-08-07,0,,,,,
MS,2021-08-07,0,,,,,
MO,2021-08-07,15,,,,,
MT,2021-08-07,4,,,,,
NE,2021-08-07,1,,,,,
NV,2021-08-07,656,,,,,
NH,2021-08-07,13,,,,,
NJ,2021-08-07,649,,,,,
NM,2021-08-07,7337,,,,,
NY,2021-08-07,1227,,,,,
NC,2021-08-07,1667,,,,,
ND,2021-08-07,1,,,,,
OH,2021-08-07,4458,,,,,
OK,2021-08-07,0,,,,,
OR,2021-08-07,1062,,,,,
PA,2021-08-07,5056,,,,,
PR,2021-08-07,873,,,,,
RI,2021-08-07,3070,,,,,
SC,2021-08-07,8,,,,,
SD,2021-08-07,0,,,,,
TN,2021-08-07,29,,,,,
TX,2021-08-07,61,,,,,
UT,2021-08-07,0,,,,,
VT,2021-08-07,10,,,,,
VI,2021-08-07,13,,,,,
VA,2021-08-07,1017,,,,,
WA,2021-08-07,1615,,,,,
WV,2021-08-07,0,,,,,
WI,2021-08-07,659,,,,,
WY,2021-08-07,0,,,,,
AL,2021-08-14,0,,,,,
AK,2021-08-14,102,,,,,
AZ,2021-08-14,511,,,,,
AR,2021-08-14,18,,,,,
CA,2021-08-14,53498,,,,,
CO,2021-08-14,1408,,,,,
CT,2021-08-14,137,,,,,
DE,2021-08-14,28,,,,,
DC,2021-08-14,21,,,,,
FL,2021-08-14,281,,,,,
GA,2021-08-14,400,,,,,
HI,2021-08-14,582,,,,,
ID,2021-08-14,2,,,,,
IL,2021-08-14,1140,,,,,
IN,2021-08-14,3532,,,,,
IA,2021-08-14,81,,,,,
KS,2021-08-14,181,,,,,
KY,2021-08-14,698,,,,,
LA,2021-08-14,262,,,,,
ME,2021-08-14,134,,,,,
MD,2021-08-14,2009,,,,,
MA,2021-08-14,2825,,,,,
MI,2021-08-14,4841,,,,,
MN,2021-08-14,1,,,,,
MS,2021-08-14,0,,,,,
MO,2021-08-14,2,,,,,
MT,2021-08-14,8,,,,,
NE,2021-08-14,3,,,,,
NV,2021-08-14,929,,,,,
NH,2021-08-14,22,,,,,
NJ,2021-08-14,814,,,,,
NM,2021-08-14,4292,,,,,
NY,2021-08-14,1185,,,,,
NC,2021-08-14,1568,,,,,
ND,2021-08-14,0,,,,,
OH,2021-08-14,11113,,,,,
OK,2021-08-14,0,,,,,
OR,2021-08-14,2757,,,,,
PA,2021-08-14,4708,,,,,
PR,2021-08-14,827,,,,,
RI,2021-08-14,3617,,,,,
SC,2021-08-14,15,,,,,
SD,2021-08-14,0,,,,,
TN,2021-08-14,29,,,,,
TX,2021-08-14,51,,,,,
UT,2021-08-14,0,,,,,
VT,2021-08-14,11,,,,,
VI,2021-08-14,7,,,,,
VA,2021-08-14,1329,,,,,
WA,2021-08-14,1517,,,,,
WV,2021-08-14,0,,,,,
WI,2021-08-14,585,,,,,
WY,2021-08-14,0,,,,,
AL,2021-08-21,0,,,,,
AK,2021-08-21,80,,,,,
