state,date,PUAPEUC,,,,,
LA,2021-02-20,111705,,,,,
ME,2021-02-20,13697,,,,,
MD,2021-02-20,208455,,,,,
MA,2021-02-20,456752,,,,,
MI,2021-02-20,221061,,,,,
MN,2021-02-20,41964,,,,,
MS,2021-02-20,31649,,,,,
MO,2021-02-20,41280,,,,,
MT,2021-02-20,18864,,,,,
NE,2021-02-20,3339,,,,,
NV,2021-02-20,79600,,,,,
NH,2021-02-20,10894,,,,,
NJ,2021-02-20,356264,,,,,
NM,2021-02-20,38380,,,,,
NY,2021-02-20,1255245,,,,,
NC,2021-02-20,97809,,,,,
ND,2021-02-20,3546,,,,,
OH,2021-02-20,727159,,,,,
OK,2021-02-20,18947,,,,,
OR,2021-02-20,146556,,,,,
PA,2021-02-20,399591,,,,,
PR,2021-02-20,199275,,,,,
RI,2021-02-20,40901,,,,,
SC,2021-02-20,53344,,,,,
SD,2021-02-20,527,,,,,
TN,2021-02-20,65642,,,,,
TX,2021-02-20,490054,,,,,
UT,2021-02-20,2387,,,,,
VT,2021-02-20,8761,,,,,
VI,2021-02-20,0,,,,,
VA,2021-02-20,172540,,,,,
WA,2021-02-20,104174,,,,,
WV,2021-02-20,10358,,,,,
WI,2021-02-20,12666,,,,,
WY,2021-02-20,1636,,,,,
AL,2021-02-27,30105,,,,,
AK,2021-02-27,9700,,,,,
AZ,2021-02-27,85121,,,,,
AR,2021-02-27,41200,,,,,
CA,2021-02-27,1130582,,,,,
CO,2021-02-27,48923,,,,,
CT,2021-02-27,38515,,,,,
DE,2021-02-27,5837,,,,,
DC,2021-02-27,15536,,,,,
FL,2021-02-27,0,,,,,
GA,2021-02-27,178958,,,,,
HI,2021-02-27,44772,,,,,
ID,2021-02-27,6436,,,,,
IL,2021-02-27,410213,,,,,
IN,2021-02-27,250585,,,,,
IA,2021-02-27,12628,,,,,
KS,2021-02-27,19075,,,,,
KY,2021-02-27,21197,,,,,
LA,2021-02-27,112342,,,,,
ME,2021-02-27,13449,,,,,
MD,2021-02-27,247037,,,,,
MA,2021-02-27,286455,,,,,
MI,2021-02-27,503305,,,,,
MN,2021-02-27,41985,,,,,
MS,2021-02-27,31190,,,,,
MO,2021-02-27,41757,,,,,
MT,2021-02-27,16172,,,,,
NE,2021-02-27,3216,,,,,
NV,2021-02-27,76896,,,,,
NH,2021-02-27,10685,,,,,
NJ,2021-02-27,347019,,,,,
NM,2021-02-27,36611,,,,,
NY,2021-02-27,1290712,,,,,
NC,2021-02-27,95448,,,,,
ND,2021-02-27,3639,,,,,
OH,2021-02-27,674318,,,,,
OK,2021-02-27,18884,,,,,
OR,2021-02-27,220591,,,,,
PA,2021-02-27,435443,,,,,
PR,2021-02-27,187476,,,,,
RI,2021-02-27,40338,,,,,
SC,2021-02-27,52780,,,,,
SD,2021-02-27,767,,,,,
TN,2021-02-27,66524,,,,,
TX,2021-02-27,372414,,,,,
UT,2021-02-27,2102,,,,,
VT,2021-02-27,8745,,,,,
VI,2021-02-27,0,,,,,
VA,2021-02-27,171364,,,,,
WA,2021-02-27,104744,,,,,
WV,2021-02-27,9961,,,,,
WI,2021-02-27,12489,,,,,
WY,2021-02-27,1644,,,,,
AL,2021-03-06,30701,,,,,
AK,2021-03-06,9576,,,,,
AZ,2021-03-06,83237,,,,,
AR,2021-03-06,43435,,,,,
CA,2021-03-06,1633490,,,,,
CO,2021-03-06,50077,,,,,
CT,2021-03-06,38636,,,,,
DE,2021-03-06,5299,,,,,
DC,2021-03-06,16238,,,,,
FL,2021-03-06,0,,,,,
GA,2021-03-06,191577,,,,,
HI,2021-03-06,39797,,,,,
ID,2021-03-06,7087,,,,,
IL,2021-03-06,355272,,,,,
IN,2021-03-06,259888,,,,,
IA,2021-03-06,12325,,,,,
KS,2021-03-06,16524,,,,,
KY,2021-03-06,25231,,,,,
LA,2021-03-06,99916,,,,,
ME,2021-03-06,13562,,,,,
MD,2021-03-06,298049,,,,,
MA,2021-03-06,287934,,,,,
MI,2021-03-06,256063,,,,,
MN,2021-03-06,41642,,,,,
MS,2021-03-06,30229,,,,,
MO,2021-03-06,41940,,,,,
MT,2021-03-06,15200,,,,,
NE,2021-03-06,3231,,,,,
NV,2021-03-06,74370,,,,,
NH,2021-03-06,9277,,,,,
NJ,2021-03-06,356013,,,,,
NM,2021-03-06,37006,,,,,
NY,2021-03-06,1281018,,,,,
NC,2021-03-06,94612,,,,,
ND,2021-03-06,3002,,,,,
OH,2021-03-06,493508,,,,,
OK,2021-03-06,18884,,,,,
OR,2021-03-06,226759,,,,,
PA,2021-03-06,422067,,,,,
PR,2021-03-06,228452,,,,,
RI,2021-03-06,39552,,,,,
SC,2021-03-06,52207,,,,,
SD,2021-03-06,474,,,,,
TN,2021-03-06,65922,,,,,
TX,2021-03-06,536563,,,,,
UT,2021-03-06,1816,,,,,
VT,2021-03-06,8809,,,,,
VI,2021-03-06,0,,,,,
VA,2021-03-06,25551,,,,,
WA,2021-03-06,104740,,,,,
WV,2021-03-06,9609,,,,,
WI,2021-03-06,11534,,,,,
WY,2021-03-06,1601,,,,,
AL,2021-03-13,28432,,,,,
AK,2021-03-13,9308,,,,,
AZ,2021-03-13,81325,,,,,
AR,2021-03-13,42417,,,,,
CA,2021-03-13,963535,,,,,
CO,2021-03-13,50535,,,,,
CT,2021-03-13,39296,,,,,
DE,2021-03-13,5632,,,,,
DC,2021-03-13,15233,,,,,
FL,2021-03-13,0,,,,,
GA,2021-03-13,226740,,,,,
HI,2021-03-13,39082,,,,,
ID,2021-03-13,6934,,,,,
IL,2021-03-13,345898,,,,,
IN,2021-03-13,162605,,,,,
IA,2021-03-13,11698,,,,,
KS,2021-03-13,16345,,,,,
KY,2021-03-13,22075,,,,,
LA,2021-03-13,105050,,,,,
ME,2021-03-13,13133,,,,,
MD,2021-03-13,320302,,,,,
MA,2021-03-13,285437,,,,,
MI,2021-03-13,475651,,,,,
MN,2021-03-13,41745,,,,,
MS,2021-03-13,38362,,,,,
MO,2021-03-13,41447,,,,,
MT,2021-03-13,15119,,,,,
NE,2021-03-13,2990,,,,,
NV,2021-03-13,69945,,,,,
NH,2021-03-13,9025,,,,,
NJ,2021-03-13,348815,,,,,
NM,2021-03-13,36510,,,,,
NY,2021-03-13,1311947,,,,,
NC,2021-03-13,92659,,,,,
ND,2021-03-13,3352,,,,,
OH,2021-03-13,385277,,,,,
OK,2021-03-13,18840,,,,,
OR,2021-03-13,150324,,,,,
PA,2021-03-13,445639,,,,,
PR,2021-03-13,496107,,,,,
RI,2021-03-13,38622,,,,,
SC,2021-03-13,51532,,,,,
SD,2021-03-13,749,,,,,
TN,2021-03-13,61808,,,,,
TX,2021-03-13,369892,,,,,
UT,2021-03-13,1657,,,,,
VT,2021-03-13,8714,,,,,
VI,2021-03-13,0,,,,,
VA,2021-03-13,169294,,,,,
WA,2021-03-13,103634,,,,,
WV,2021-03-13,8970,,,,,
WI,2021-03-13,10444,,,,,
WY,2021-03-13,1426,,,,,
AL,2021-03-20,27497,,,,,
AK,2021-03-20,8676,,,,,
AZ,2021-03-20,87857,,,,,
AR,2021-03-20,38970,,,,,
CA,2021-03-20,1471412,,,,,
CO,2021-03-20,56765,,,,,
CT,2021-03-20,37434,,,,,
DE,2021-03-20,5263,,,,,
DC,2021-03-20,13610,,,,,
FL,2021-03-20,0,,,,,
GA,2021-03-20,187939,,,,,
HI,2021-03-20,60645,,,,,
ID,2021-03-20,6480,,,,,
IL,2021-03-20,354372,,,,,
IN,2021-03-20,206303,,,,,
IA,2021-03-20,10563,,,,,
KS,2021-03-20,15894,,,,,
KY,2021-03-20,25889,,,,,
LA,2021-03-20,110631,,,,,
ME,2021-03-20,13460,,,,,
MD,2021-03-20,177080,,,,,
MA,2021-03-20,383491,,,,,
MI,2021-03-20,253289,,,,,
MN,2021-03-20,40559,,,,,
MS,2021-03-20,30051,,,,,
MO,2021-03-20,41071,,,,,
MT,2021-03-20,25240,,,,,
NE,2021-03-20,3274,,,,,
NV,2021-03-20,58548,,,,,
NH,2021-03-20,8529,,,,,
NJ,2021-03-20,350986,,,,,
NM,2021-03-20,36524,,,,,
NY,2021-03-20,1348738,,,,,
NC,2021-03-20,92463,,,,,
ND,2021-03-20,3587,,,,,
OH,2021-03-20,300722,,,,,
OK,2021-03-20,18625,,,,,
OR,2021-03-20,112705,,,,,
PA,2021-03-20,476494,,,,,
PR,2021-03-20,380826,,,,,
RI,2021-03-20,39122,,,,,
SC,2021-03-20,50993,,,,,
SD,2021-03-20,715,,,,,
TN,2021-03-20,64801,,,,,
TX,2021-03-20,466489,,,,,
UT,2021-03-20,1686,,,,,
VT,2021-03-20,8700,,,,,
VI,2021-03-20,0,,,,,
VA,2021-03-20,169645,,,,,
WA,2021-03-20,105286,,,,,
WV,2021-03-20,9080,,,,,
WI,2021-03-20,9105,,,,,
WY,2021-03-20,1382,,,,,
AL,2021-03-27,27878,,,,,
AK,2021-03-27,15655,,,,,
AZ,2021-03-27,91979,,,,,
AR,2021-03-27,46885,,,,,
CA,2021-03-27,1172484,,,,,
CO,2021-03-27,64987,,,,,
CT,2021-03-27,37217,,,,,
DE,2021-03-27,5797,,,,,
DC,2021-03-27,15469,,,,,
FL,2021-03-27,0,,,,,
GA,2021-03-27,169673,,,,,
HI,2021-03-27,41901,,,,,
ID,2021-03-27,6021,,,,,
IL,2021-03-27,273193,,,,,
IN,2021-03-27,166313,,,,,
IA,2021-03-27,9552,,,,,
KS,2021-03-27,13391,,,,,
KY,2021-03-27,9915,,,,,
LA,2021-03-27,108401,,,,,
ME,2021-03-27,13358,,,,,
MD,2021-03-27,176765,,,,,
MA,2021-03-27,274209,,,,,
MI,2021-03-27,480091,,,,,
MN,2021-03-27,40090,,,,,
MS,2021-03-27,27919,,,,,
MO,2021-03-27,41503,,,,,
MT,2021-03-27,15685,,,,,
NE,2021-03-27,3124,,,,,
NV,2021-03-27,42340,,,,,
NH,2021-03-27,9536,,,,,
NJ,2021-03-27,337091,,,,,
NM,2021-03-27,36133,,,,,
NY,2021-03-27,1237199,,,,,
NC,2021-03-27,90252,,,,,
ND,2021-03-27,3825,,,,,
OH,2021-03-27,336847,,,,,
OK,2021-03-27,18440,,,,,
OR,2021-03-27,93005,,,,,
PA,2021-03-27,460163,,,,,
PR,2021-03-27,288649,,,,,
RI,2021-03-27,39191,,,,,
SC,2021-03-27,53029,,,,,
SD,2021-03-27,460,,,,,
TN,2021-03-27,61308,,,,,
TX,2021-03-27,368289,,,,,
UT,2021-03-27,1715,,,,,
VT,2021-03-27,8766,,,,,
VI,2021-03-27,0,,,,,
VA,2021-03-27,170227,,,,,
WA,2021-03-27,106140,,,,,
WV,2021-03-27,9134,,,,,
WI,2021-03-27,27248,,,,,
WY,2021-03-27,1384,,,,,
AL,2021-04-03,24909,,,,,
AK,2021-04-03,11960,,,,,
AZ,2021-04-03,86097,,,,,
AR,2021-04-03,45649,,,,,
CA,2021-04-03,1394259,,,,,
CO,2021-04-03,47715,,,,,
CT,2021-04-03,36821,,,,,
DE,2021-04-03,5664,,,,,
DC,2021-04-03,12477,,,,,
FL,2021-04-03,0,,,,,
GA,2021-04-03,161221,,,,,
HI,2021-04-03,40130,,,,,
ID,2021-04-03,5110,,,,,
IL,2021-04-03,251274,,,,,
IN,2021-04-03,203742,,,,,
IA,2021-04-03,8224,,,,,
KS,2021-04-03,10194,,,,,
KY,2021-04-03,16030,,,,,
LA,2021-04-03,109337,,,,,
ME,2021-04-03,13230,,,,,
MD,2021-04-03,169297,,,,,
MA,2021-04-03,261195,,,,,
MI,2021-04-03,364527,,,,,
MN,2021-04-03,39730,,,,,
MS,2021-04-03,26210,,,,,
MO,2021-04-03,39782,,,,,
MT,2021-04-03,14543,,,,,
NE,2021-04-03,2929,,,,,
NV,2021-04-03,44185,,,,,
NH,2021-04-03,7810,,,,,
NJ,2021-04-03,346861,,,,,
NM,2021-04-03,29849,,,,,
NY,2021-04-03,1194921,,,,,
NC,2021-04-03,85835,,,,,
ND,2021-04-03,3482,,,,,
OH,2021-04-03,458590,,,,,
OK,2021-04-03,14419,,,,,
OR,2021-04-03,76007,,,,,
PA,2021-04-03,464061,,,,,
PR,2021-04-03,270869,,,,,
RI,2021-04-03,38427,,,,,
SC,2021-04-03,51847,,,,,
SD,2021-04-03,510,,,,,
TN,2021-04-03,58505,,,,,
TX,2021-04-03,426963,,,,,
UT,2021-04-03,1732,,,,,
VT,2021-04-03,8763,,,,,
VI,2021-04-03,0,,,,,
VA,2021-04-03,168148,,,,,
WA,2021-04-03,105083,,,,,
WV,2021-04-03,8692,,,,,
WI,2021-04-03,40449,,,,,
WY,2021-04-03,1340,,,,,
AL,2021-04-10,8156,,,,,
AK,2021-04-10,11196,,,,,
AZ,2021-04-10,82560,,,,,
AR,2021-04-10,43495,,,,,
CA,2021-04-10,979660,,,,,
CO,2021-04-10,45189,,,,,
CT,2021-04-10,35708,,,,,
DE,2021-04-10,5639,,,,,
DC,2021-04-10,12563,,,,,
FL,2021-04-10,0,,,,,
GA,2021-04-10,155624,,,,,
HI,2021-04-10,38964,,,,,
ID,2021-04-10,5102,,,,,
IL,2021-04-10,245346,,,,,
IN,2021-04-10,202937,,,,,
IA,2021-04-10,10793,,,,,
KS,2021-04-10,11088,,,,,
KY,2021-04-10,11000,,,,,
LA,2021-04-10,109935,,,,,
ME,2021-04-10,13201,,,,,
MD,2021-04-10,170005,,,,,
MA,2021-04-10,259424,,,,,
MI,2021-04-10,566501,,,,,
MN,2021-04-10,40450,,,,,
MS,2021-04-10,30093,,,,,
MO,2021-04-10,38547,,,,,
MT,2021-04-10,14319,,,,,
NE,2021-04-10,2840,,,,,
NV,2021-04-10,47073,,,,,
NH,2021-04-10,9447,,,,,
NJ,2021-04-10,354311,,,,,
NM,2021-04-10,31679,,,,,
NY,2021-04-10,1164859,,,,,
NC,2021-04-10,84884,,,,,
ND,2021-04-10,2899,,,,,
OH,2021-04-10,412203,,,,,
OK,2021-04-10,16862,,,,,
OR,2021-04-10,94325,,,,,
PA,2021-04-10,541275,,,,,
PR,2021-04-10,239267,,,,,
RI,2021-04-10,38507,,,,,
SC,2021-04-10,52176,,,,,
SD,2021-04-10,688,,,,,
TN,2021-04-10,59382,,,,,
TX,2021-04-10,352798,,,,,
UT,2021-04-10,1729,,,,,
VT,2021-04-10,9412,,,,,
VI,2021-04-10,0,,,,,
VA,2021-04-10,167637,,,,,
WA,2021-04-10,104900,,,,,
WV,2021-04-10,8743,,,,,
WI,2021-04-10,28639,,,,,
WY,2021-04-10,879,,,,,
AL,2021-04-17,13081,,,,,
AK,2021-04-17,9637,,,,,
AZ,2021-04-17,83181,,,,,
AR,2021-04-17,41952,,,,,
CA,2021-04-17,1290024,,,,,
CO,2021-04-17,42630,,,,,
CT,2021-04-17,36243,,,,,
DE,2021-04-17,5429,,,,,
DC,2021-04-17,13481,,,,,
FL,2021-04-17,0,,,,,
GA,2021-04-17,127389,,,,,
HI,2021-04-17,38842,,,,,
ID,2021-04-17,4841,,,,,
IL,2021-04-17,233422,,,,,
IN,2021-04-17,154859,,,,,
IA,2021-04-17,9140,,,,,
KS,2021-04-17,10973,,,,,
KY,2021-04-17,13389,,,,,
LA,2021-04-17,106651,,,,,
ME,2021-04-17,12976,,,,,
MD,2021-04-17,172495,,,,,
MA,2021-04-17,249026,,,,,
MI,2021-04-17,330468,,,,,
MN,2021-04-17,39510,,,,,
MS,2021-04-17,35220,,,,,
MO,2021-04-17,39550,,,,,
MT,2021-04-17,12817,,,,,
NE,2021-04-17,2749,,,,,
NV,2021-04-17,48594,,,,,
NH,2021-04-17,9412,,,,,
NJ,2021-04-17,334493,,,,,
NM,2021-04-17,32506,,,,,
NY,2021-04-17,1143609,,,,,
NC,2021-04-17,84448,,,,,
ND,2021-04-17,3120,,,,,
OH,2021-04-17,359170,,,,,
OK,2021-04-17,16908,,,,,
OR,2021-04-17,79381,,,,,
PA,2021-04-17,544382,,,,,
PR,2021-04-17,209817,,,,,
RI,2021-04-17,37400,,,,,
SC,2021-04-17,50346,,,,,
SD,2021-04-17,583,,,,,
TN,2021-04-17,58122,,,,,
TX,2021-04-17,441794,,,,,
UT,2021-04-17,1760,,,,,
VT,2021-04-17,10364,,,,,
VI,2021-04-17,0,,,,,
VA,2021-04-17,130431,,,,,
WA,2021-04-17,103581,,,,,
WV,2021-04-17,8952,,,,,
WI,2021-04-17,23252,,,,,
WY,2021-04-17,1051,,,,,
AL,2021-04-24,15624,,,,,
AK,2021-04-24,9202,,,,,
AZ,2021-04-24,128154,,,,,
AR,2021-04-24,42719,,,,,
CA,2021-04-24,1726234,,,,,
CO,2021-04-24,40898,,,,,
CT,2021-04-24,35286,,,,,
DE,2021-04-24,1810,,,,,
DC,2021-04-24,13271,,,,,
FL,2021-04-24,0,,,,,
GA,2021-04-24,126521,,,,,
HI,2021-04-24,37565,,,,,
ID,2021-04-24,4874,,,,,
IL,2021-04-24,232110,,,,,
IN,2021-04-24,122723,,,,,
IA,2021-04-24,14750,,,,,
KS,2021-04-24,11330,,,,,
KY,2021-04-24,12524,,,,,
LA,2021-04-24,105433,,,,,
ME,2021-04-24,13207,,,,,
MD,2021-04-24,173706,,,,,
MA,2021-04-24,249571,,,,,
MI,2021-04-24,515103,,,,,
MN,2021-04-24,39870,,,,,
MS,2021-04-24,28521,,,,,
MO,2021-04-24,37240,,,,,
MT,2021-04-24,12359,,,,,
NE,2021-04-24,2746,,,,,
NV,2021-04-24,47547,,,,,
NH,2021-04-24,8931,,,,,
NJ,2021-04-24,311765,,,,,
NM,2021-04-24,33129,,,,,
NY,2021-04-24,1082728,,,,,
NC,2021-04-24,83370,,,,,
ND,2021-04-24,3212,,,,,
OH,2021-04-24,340369,,,,,
OK,2021-04-24,18273,,,,,
OR,2021-04-24,81954,,,,,
PA,2021-04-24,517664,,,,,
PR,2021-04-24,214961,,,,,
RI,2021-04-24,37951,,,,,
SC,2021-04-24,48517,,,,,
SD,2021-04-24,534,,,,,
TN,2021-04-24,56638,,,,,
TX,2021-04-24,344440,,,,,
UT,2021-04-24,1763,,,,,
VT,2021-04-24,10480,,,,,
VI,2021-04-24,0,,,,,
VA,2021-04-24,150448,,,,,
WA,2021-04-24,104162,,,,,
WV,2021-04-24,8424,,,,,
WI,2021-04-24,22406,,,,,
WY,2021-04-24,1071,,,,,
AL,2021-05-01,13137,,,,,
AK,2021-05-01,8423,,,,,
AZ,2021-05-01,134084,,,,,
AR,2021-05-01,40425,,,,,
CA,2021-05-01,1207992,,,,,
CO,2021-05-01,40913,,,,,
CT,2021-05-01,35816,,,,,
DE,2021-05-01,5463,,,,,
DC,2021-05-01,11782,,,,,
FL,2021-05-01,0,,,,,
GA,2021-05-01,125080,,,,,
HI,2021-05-01,37402,,,,,
ID,2021-05-01,4198,,,,,
IL,2021-05-01,233353,,,,,
IN,2021-05-01,120284,,,,,
IA,2021-05-01,10470,,,,,
KS,2021-05-01,11919,,,,,
KY,2021-05-01,14425,,,,,
LA,2021-05-01,104906,,,,,
ME,2021-05-01,12856,,,,,
MD,2021-05-01,173205,,,,,
MA,2021-05-01,244733,,,,,
MI,2021-05-01,309796,,,,,
MN,2021-05-01,40399,,,,,
MS,2021-05-01,26945,,,,,
MO,2021-05-01,36648,,,,,
MT,2021-05-01,12674,,,,,
NE,2021-05-01,2732,,,,,
NV,2021-05-01,46938,,,,,
NH,2021-05-01,8630,,,,,
NJ,2021-05-01,310401,,,,,
NM,2021-05-01,34103,,,,,
NY,2021-05-01,1085378,,,,,
NC,2021-05-01,83052,,,,,
ND,2021-05-01,3207,,,,,
OH,2021-05-01,331496,,,,,
OK,2021-05-01,19409,,,,,
OR,2021-05-01,88764,,,,,
PA,2021-05-01,515256,,,,,
PR,2021-05-01,214979,,,,,
RI,2021-05-01,37202,,,,,
SC,2021-05-01,48456,,,,,
SD,2021-05-01,391,,,,,
TN,2021-05-01,55478,,,,,
TX,2021-05-01,439986,,,,,
UT,2021-05-01,1750,,,,,
VT,2021-05-01,9458,,,,,
VI,2021-05-01,0,,,,,
VA,2021-05-01,116539,,,,,
WA,2021-05-01,104125,,,,,
WV,2021-05-01,8171,,,,,
WI,2021-05-01,21962,,,,,
WY,2021-05-01,1007,,,,,
AL,2021-05-08,12981,,,,,
AK,2021-05-08,8261,,,,,
AZ,2021-05-08,135796,,,,,
AR,2021-05-08,39059,,,,,
CA,2021-05-08,1146188,,,,,
CO,2021-05-08,40518,,,,,
CT,2021-05-08,35720,,,,,
DE,2021-05-08,5299,,,,,
DC,2021-05-08,12763,,,,,
FL,2021-05-08,0,,,,,
GA,2021-05-08,117504,,,,,
HI,2021-05-08,37506,,,,,
ID,2021-05-08,3940,,,,,
IL,2021-05-08,219652,,,,,
IN,2021-05-08,114087,,,,,
IA,2021-05-08,11038,,,,,
KS,2021-05-08,11153,,,,,
KY,2021-05-08,14500,,,,,
LA,2021-05-08,104888,,,,,
ME,2021-05-08,12824,,,,,
MD,2021-05-08,176873,,,,,
MA,2021-05-08,241409,,,,,
MI,2021-05-08,503466,,,,,
MN,2021-05-08,37410,,,,,
MS,2021-05-08,27142,,,,,
MO,2021-05-08,36695,,,,,
MT,2021-05-08,12659,,,,,
NE,2021-05-08,2675,,,,,
NV,2021-05-08,47415,,,,,
NH,2021-05-08,8319,,,,,
NJ,2021-05-08,309558,,,,,
NM,2021-05-08,34259,,,,,
NY,2021-05-08,1063881,,,,,
NC,2021-05-08,82674,,,,,
ND,2021-05-08,3004,,,,,
OH,2021-05-08,299103,,,,,
OK,2021-05-08,20801,,,,,
OR,2021-05-08,80308,,,,,
PA,2021-05-08,504721,,,,,
PR,2021-05-08,190901,,,,,
RI,2021-05-08,37079,,,,,
SC,2021-05-08,45802,,,,,
SD,2021-05-08,297,,,,,
TN,2021-05-08,55264,,,,,
TX,2021-05-08,334765,,,,,
UT,2021-05-08,1706,,,,,
VT,2021-05-08,8480,,,,,
VI,2021-05-08,0,,,,,
VA,2021-05-08,111824,,,,,
WA,2021-05-08,122873,,,,,
WV,2021-05-08,8078,,,,,
WI,2021-05-08,21916,,,,,
WY,2021-05-08,623,,,,,
AL,2021-05-15,13142,,,,,
AK,2021-05-15,7690,,,,,
AZ,2021-05-15,127335,,,,,
AR,2021-05-15,51413,,,,,
CA,2021-05-15,1187861,,,,,
CO,2021-05-15,25865,,,,,
CT,2021-05-15,35709,,,,,
DE,2021-05-15,5235,,,,,
DC,2021-05-15,12145,,,,,
FL,2021-05-15,0,,,,,
GA,2021-05-15,127720,,,,,
HI,2021-05-15,38351,,,,,
ID,2021-05-15,3869,,,,,
IL,2021-05-15,222029,,,,,
IN,2021-05-15,113995,,,,,
IA,2021-05-15,10952,,,,,
KS,2021-05-15,10670,,,,,
KY,2021-05-15,14921,,,,,
LA,2021-05-15,100908,,,,,
ME,2021-05-15,12679,,,,,
MD,2021-05-15,178090,,,,,
MA,2021-05-15,237775,,,,,
MI,2021-05-15,293155,,,,,
MN,2021-05-15,37041,,,,,
MS,2021-05-15,26927,,,,,
MO,2021-05-15,47289,,,,,
MT,2021-05-15,11688,,,,,
NE,2021-05-15,2640,,,,,
NV,2021-05-15,46978,,,,,
NH,2021-05-15,7891,,,,,
NJ,2021-05-15,312560,,,,,
NM,2021-05-15,33615,,,,,
NY,2021-05-15,1046908,,,,,
NC,2021-05-15,81832,,,,,
ND,2021-05-15,2909,,,,,
OH,2021-05-15,284493,,,,,
OK,2021-05-15,15076,,,,,
OR,2021-05-15,80286,,,,,
PA,2021-05-15,500320,,,,,
PR,2021-05-15,183334,,,,,
RI,2021-05-15,36422,,,,,
SC,2021-05-15,43493,,,,,
SD,2021-05-15,254,,,,,
TN,2021-05-15,53526,,,,,
TX,2021-05-15,413945,,,,,
UT,2021-05-15,1628,,,,,
VT,2021-05-15,6819,,,,,
VI,2021-05-15,0,,,,,
VA,2021-05-15,109341,,,,,
WA,2021-05-15,111476,,,,,
WV,2021-05-15,7806,,,,,
WI,2021-05-15,21537,,,,,
WY,2021-05-15,659,,,,,
AL,2021-05-22,15016,,,,,
AK,2021-05-22,7518,,,,,
AZ,2021-05-22,123188,,,,,
AR,2021-05-22,42744,,,,,
CA,2021-05-22,1154163,,,,,
CO,2021-05-22,25812,,,,,
CT,2021-05-22,34000,,,,,
DE,2021-05-22,5563,,,,,
DC,2021-05-22,11894,,,,,
FL,2021-05-22,0,,,,,
GA,2021-05-22,157432,,,,,
HI,2021-05-22,35670,,,,,
ID,2021-05-22,3661,,,,,
IL,2021-05-22,231835,,,,,
IN,2021-05-22,110717,,,,,
IA,2021-05-22,10878,,,,,
KS,2021-05-22,10697,,,,,
KY,2021-05-22,14105,,,,,
LA,2021-05-22,97407,,,,,
ME,2021-05-22,12274,,,,,
MD,2021-05-22,178090,,,,,
MA,2021-05-22,228014,,,,,
MI,2021-05-22,470714,,,,,
MN,2021-05-22,36572,,,,,
MS,2021-05-22,36699,,,,,
MO,2021-05-22,36716,,,,,
MT,2021-05-22,11123,,,,,
NE,2021-05-22,2576,,,,,
NV,2021-05-22,45968,,,,,
NH,2021-05-22,7421,,,,,
NJ,2021-05-22,322612,,,,,
NM,2021-05-22,33382,,,,,
NY,2021-05-22,1013834,,,,,
NC,2021-05-22,81061,,,,,
ND,2021-05-22,2943,,,,,
OH,2021-05-22,271645,,,,,
OK,2021-05-22,14420,,,,,
OR,2021-05-22,74758,,,,,
PA,2021-05-22,502232,,,,,
PR,2021-05-22,177584,,,,,
RI,2021-05-22,35172,,,,,
SC,2021-05-22,41168,,,,,
SD,2021-05-22,447,,,,,
TN,2021-05-22,50469,,,,,
TX,2021-05-22,325919,,,,,
UT,2021-05-22,1511,,,,,
VT,2021-05-22,6735,,,,,
VI,2021-05-22,0,,,,,
VA,2021-05-22,122038,,,,,
WA,2021-05-22,109161,,,,,
WV,2021-05-22,7693,,,,,
WI,2021-05-22,20578,,,,,
WY,2021-05-22,685,,,,,
AL,2021-05-29,12670,,,,,
AK,2021-05-29,6503,,,,,
AZ,2021-05-29,99346,,,,,
AR,2021-05-29,36369,,,,,
CA,2021-05-29,1308503,,,,,
CO,2021-05-29,24882,,,,,
CT,2021-05-29,33396,,,,,
DE,2021-05-29,4944,,,,,
DC,2021-05-29,13733,,,,,
FL,2021-05-29,0,,,,,
GA,2021-05-29,103614,,,,,
HI,2021-05-29,36586,,,,,
ID,2021-05-29,3538,,,,,
IL,2021-05-29,232785,,,,,
IN,2021-05-29,106670,,,,,
IA,2021-05-29,11514,,,,,
KS,2021-05-29,9241,,,,,
KY,2021-05-29,14725,,,,,
LA,2021-05-29,97459,,,,,
ME,2021-05-29,11942,,,,,
MD,2021-05-29,178090,,,,,
MA,2021-05-29,226698,,,,,
MI,2021-05-29,249940,,,,,
MN,2021-05-29,35572,,,,,
MS,2021-05-29,25130,,,,,
MO,2021-05-29,37977,,,,,
MT,2021-05-29,15315,,,,,
NE,2021-05-29,2577,,,,,
NV,2021-05-29,46249,,,,,
NH,2021-05-29,6370,,,,,
NJ,2021-05-29,290798,,,,,
NM,2021-05-29,33115,,,,,
NY,2021-05-29,995331,,,,,
NC,2021-05-29,78170,,,,,
ND,2021-05-29,2563,,,,,
OH,2021-05-29,255539,,,,,
OK,2021-05-29,15288,,,,,
OR,2021-05-29,68707,,,,,
PA,2021-05-29,488425,,,,,
PR,2021-05-29,169761,,,,,
RI,2021-05-29,33097,,,,,
SC,2021-05-29,39551,,,,,
SD,2021-05-29,376,,,,,
TN,2021-05-29,51440,,,,,
TX,2021-05-29,373496,,,,,
UT,2021-05-29,1487,,,,,
VT,2021-05-29,6451,,,,,
VI,2021-05-29,0,,,,,
VA,2021-05-29,98633,,,,,
WA,2021-05-29,104505,,,,,
WV,2021-05-29,7405,,,,,
WI,2021-05-29,18428,,,,,
