ind,year,profit,profit_ml,year_month,month
11,2015,6148385,477499.8525,2015.08,8
11,2015,6148385,644226.7478,2015.09,9
11,2015,6148385,490666.9733,2015.1,10
11,2015,6148385,526901.6475,2015.11,11
11,2015,6148385,656653.5487,2015.12,12
11,2016,6272284,409453.0506,2016.01,1
11,2016,6272284,397620.4216,2016.02,2
11,2016,6272284,656937.584,2016.03,3
11,2016,6272284,556285.0688,2016.04,4
11,2016,6272284,494022.0863,2016.05,5
11,2016,6272284,527067.7968,2016.06,6
11,2016,6272284,537848.5317,2016.07,7
11,2016,6272284,452160.9618,2016.08,8
11,2016,6272284,556966.4704,2016.09,9
11,2016,6272284,526320.8768,2016.1,10
11,2016,6272284,700063.6545,2016.11,11
11,2016,6272284,457537.5433,2016.12,12
11,2017,6584569,550317.7848,2017.01,1
11,2017,6584569,311812.5098,2017.02,2
11,2017,6584569,1963447.905,2017.03,3
11,2017,6584569,244622.0075,2017.04,4
11,2017,6584569,539616.4281,2017.05,5
11,2017,6584569,496824.7376,2017.06,6
11,2017,6584569,318746.4649,2017.07,7
11,2017,6584569,421015.8442,2017.08,8
11,2017,6584569,458516.7327,2017.09,9
11,2017,6584569,487124.4269,2017.1,10
11,2017,6584569,415241.9595,2017.11,11
11,2017,6584569,377282.1009,2017.12,12
11,2018,6662313,331502.9131,2018.01,1
11,2018,6662313,431261.1238,2018.02,2
11,2018,6662313,1182022.842,2018.03,3
11,2018,6662313,302862.5236,2018.04,4
11,2018,6662313,318331.4681,2018.05,5
11,2018,6662313,1053141.586,2018.06,6
11,2018,6662313,405958.7476,2018.07,7
11,2018,6662313,313565.0936,2018.08,8
11,2018,6662313,452745.5359,2018.09,9
11,2018,6662313,387097.8829,2018.1,10
11,2018,6662313,1246275.788,2018.11,11
11,2018,6662313,237547.297,2018.12,12
11,2019,6704324,507679.7673,2019.01,1
11,2019,6704324,446376.2231,2019.02,2
11,2019,6704324,455791.2074,2019.03,3
11,2019,6704324,415609.1639,2019.04,4
11,2019,6704324,360832.3811,2019.05,5
11,2019,6704324,391040.4625,2019.06,6
11,2019,6704324,265143.794,2019.07,7
11,2019,6704324,2265029.319,2019.08,8
11,2019,6704324,411485.2505,2019.09,9
11,2019,6704324,399447.8081,2019.1,10
11,2019,6704324,394000.4152,2019.11,11
11,2019,6704324,391888.1078,2019.12,12
11,2020,6710599,735849.5852,2020.01,1
11,2020,6710599,200663.0186,2020.02,2
11,2020,6710599,103806.4979,2020.03,3
11,2020,6710599,375205.9808,2020.04,4
11,2020,6710599,133661.5881,2020.05,5
11,2020,6710599,1421562.118,2020.06,6
11,2020,6710599,886274.6428,2020.07,7
11,2020,6710599,176310.024,2020.08,8
11,2020,6710599,245531.7844,2020.09,9
11,2020,6710599,108382.7207,2020.1,10
11,2020,6710599,231397.0648,2020.11,11
11,2020,6710599,2091954.406,2020.12,12
11,2021,6569719,81317.61209,2021.01,1
11,2021,6569719,460385.6244,2021.02,2
11,2021,6569719,280543.1304,2021.03,3
11,2021,6569719,1196994.674,2021.04,4
11,2021,6569719,143111.8836,2021.05,5
11,2021,6569719,220127.0511,2021.06,6
11,2021,6569719,733632.8023,2021.07,7
11,2021,6569719,674445.3478,2021.08,8
11,2021,6569719,639846.0042,2021.09,9
11,2021,6569719,1251863.966,2021.1,10
11,2021,6569719,607655.2067,2021.11,11
11,2021,6569719,279795.5198,2021.12,12
11,2022,7366628,1547352.54,2022.01,1
11,2022,7366628,568255.1779,2022.02,2
11,2022,7366628,486625.1144,2022.03,3
11,2022,7366628,903877.2848,2022.04,4
11,2022,7366628,817123.1514,2022.05,5
11,2022,7366628,185706.247,2022.06,6
11,2022,7366628,410108.8847,2022.07,7
11,2022,7366628,422070.5821,2022.08,8
11,2022,7366628,390018.5667,2022.09,9
11,2022,7366628,579865.3602,2022.1,10
11,2022,7366628,240509.7389,2022.11,11
11,2022,7366628,815115.1597,2022.12,12
11,2023,7689044,1232797.009,2023.01,1
11,2023,7689044,395503.9184,2023.02,2
11,2023,7689044,774126.4274,2023.03,3
11,2023,7689044,468339.6521,2023.04,4
11,2023,7689044,503684.5034,2023.05,5
11,2023,7689044,481305.4089,2023.06,6
11,2023,7689044,883153.784,2023.07,7
11,2023,7689044,349616.0705,2023.08,8
11,2023,7689044,493926.3788,2023.09,9
11,2023,7689044,583153.1094,2023.1,10
11,2023,7689044,326559.8624,2023.11,11
11,2023,7689044,1196878.105,2023.12,12
12,2014,2129580,94221.19055,2014.01,1
12,2014,2129580,172205.574,2014.02,2
12,2014,2129580,86231.69525,2014.03,3
12,2014,2129580,283736.194,2014.04,4
12,2014,2129580,295179.1595,2014.05,5
12,2014,2129580,195837.3467,2014.06,6
12,2014,2129580,54195.76139,2014.07,7
12,2014,2129580,226400.7007,2014.08,8
12,2014,2129580,201898.0258,2014.09,9
12,2014,2129580,300130.4613,2014.1,10
12,2014,2129580,188750.9549,2014.11,11
12,2014,2129580,30792.76533,2014.12,12
12,2015,2326804,271819.8439,2015.01,1
12,2015,2326804,261189.4704,2015.02,2
12,2015,2326804,273937.8401,2015.03,3
12,2015,2326804,514754.3421,2015.04,4
12,2015,2326804,276709.4049,2015.05,5
12,2015,2326804,70601.69767,2015.06,6
12,2015,2326804,172493.3279,2015.07,7
12,2015,2326804,167348.1297,2015.08,8
12,2015,2326804,122284.4007,2015.09,9
12,2015,2326804,72790.41181,2015.1,10
12,2015,2326804,39675.84358,2015.11,11
12,2015,2326804,83199.00534,2015.12,12
12,2016,2324432,335340.3386,2016.01,1
12,2016,2324432,107298.2001,2016.02,2
12,2016,2324432,142186.6411,2016.03,3
12,2016,2324432,68896.69775,2016.04,4
12,2016,2324432,27872.27448,2016.05,5
12,2016,2324432,28100.84013,2016.06,6
12,2016,2324432,450895.5556,2016.07,7
12,2016,2324432,21981.15669,2016.08,8
12,2016,2324432,127054.9509,2016.09,9
12,2016,2324432,93375.2367,2016.1,10
12,2016,2324432,222031.6431,2016.11,11
12,2016,2324432,699398.4107,2016.12,12
12,2017,2335774,174451.4924,2017.01,1
12,2017,2335774,89185.53588,2017.02,2
12,2017,2335774,123129.4122,2017.03,3
12,2017,2335774,308196.5176,2017.04,4
12,2017,2335774,135630.0956,2017.05,5
12,2017,2335774,123415.3501,2017.06,6
12,2017,2335774,311280.8287,2017.07,7
12,2017,2335774,269780.4424,2017.08,8
12,2017,2335774,104718.9918,2017.09,9
12,2017,2335774,176965.6854,2017.1,10
12,2017,2335774,239449.9332,2017.11,11
12,2017,2335774,279569.6278,2017.12,12
12,2018,2195648,33652.76042,2018.01,1
12,2018,2195648,195121.9622,2018.02,2
12,2018,2195648,145795.4091,2018.03,3
12,2018,2195648,187545.507,2018.04,4
12,2018,2195648,286101.6053,2018.05,5
12,2018,2195648,228855.2409,2018.06,6
12,2018,2195648,86945.10835,2018.07,7
12,2018,2195648,105298.3993,2018.08,8
12,2018,2195648,218168.5589,2018.09,9
12,2018,2195648,206883.0119,2018.1,10
12,2018,2195648,182885.4916,2018.11,11
12,2018,2195648,318394.7651,2018.12,12
12,2019,2371804,489876.4707,2019.01,1
12,2019,2371804,637034.8566,2019.02,2
12,2019,2371804,146684.5915,2019.03,3
12,2019,2371804,484764.7949,2019.04,4
12,2019,2371804,243927.9838,2019.05,5
12,2019,2371804,122404.6615,2019.06,6
12,2019,2371804,-137063.8318,2019.07,7
12,2019,2371804,112264.3916,2019.08,8
12,2019,2371804,-86763.95688,2019.09,9
12,2019,2371804,39129.99895,2019.1,10
12,2019,2371804,103587.1654,2019.11,11
12,2019,2371804,215956.9753,2019.12,12
12,2020,2126623,178146.5737,2020.01,1
12,2020,2126623,-23416.21768,2020.02,2
12,2020,2126623,52444.80207,2020.03,3
12,2020,2126623,358692.3649,2020.04,4
12,2020,2126623,253765.225,2020.05,5
12,2020,2126623,47433.20623,2020.06,6
12,2020,2126623,175597.2448,2020.07,7
12,2020,2126623,156906.4442,2020.08,8
12,2020,2126623,75678.21889,2020.09,9
12,2020,2126623,213896.5798,2020.1,10
12,2020,2126623,584016.56,2020.11,11
12,2020,2126623,53462.28528,2020.12,12
12,2021,2039852,25372.60663,2021.01,1
12,2021,2039852,578519.8445,2021.02,2
12,2021,2039852,161313.9897,2021.03,3
12,2021,2039852,50734.62399,2021.04,4
12,2021,2039852,27827.44068,2021.05,5
12,2021,2039852,92136.42514,2021.06,6
12,2021,2039852,45603.7326,2021.07,7
12,2021,2039852,36152.22415,2021.08,8
12,2021,2039852,515121.4721,2021.09,9
12,2021,2039852,31789.18734,2021.1,10
12,2021,2039852,119343.3851,2021.11,11
12,2021,2039852,355936.8856,2021.12,12
12,2022,2492654,312174.1507,2022.01,1
12,2022,2492654,148919.7938,2022.02,2
12,2022,2492654,203974.867,2022.03,3
12,2022,2492654,74327.13231,2022.04,4
12,2022,2492654,596728.7744,2022.05,5
12,2022,2492654,75430.6221,2022.06,6
12,2022,2492654,104997.0828,2022.07,7
12,2022,2492654,196160.7789,2022.08,8
12,2022,2492654,169732.8506,2022.09,9
12,2022,2492654,230423.8928,2022.1,10
12,2022,2492654,209956.0007,2022.11,11
12,2022,2492654,169828.0306,2022.12,12
12,2023,2540211,256331.8416,2023.01,1
12,2023,2540211,179995.8652,2023.02,2
12,2023,2540211,245453.1878,2023.03,3
12,2023,2540211,163038.9032,2023.04,4
12,2023,2540211,234066.5021,2023.05,5
12,2023,2540211,108185.0403,2023.06,6
12,2023,2540211,296437.7813,2023.07,7
12,2023,2540211,267172.3784,2023.08,8
12,2023,2540211,188978.3941,2023.09,9
12,2023,2540211,256787.543,2023.1,10
12,2023,2540211,158495.1,2023.11,11
12,2023,2540211,185268.5293,2023.12,12
13,2014,7202394,599636.3887,2014.01,1
13,2014,7202394,599636.3887,2014.02,2
13,2014,7202394,612543.4453,2014.03,3
13,2014,7202394,603581.4055,2014.04,4
13,2014,7202394,603581.4055,2014.05,5
13,2014,7202394,599636.3887,2014.06,6
13,2014,7202394,612005.5909,2014.07,7
13,2014,7202394,587053.1287,2014.08,8
13,2014,7202394,579069.5084,2014.09,9
13,2014,7202394,559240.7492,2014.1,10
13,2014,7202394,637137.3916,2014.11,11
13,2014,7202394,609271.6721,2014.12,12
13,2015,7377764,648041.6693,2015.01,1
13,2015,7377764,594496.7314,2015.02,2
13,2015,7377764,605513.8181,2015.03,3
13,2015,7377764,617407.2696,2015.04,4
13,2015,7377764,637108.5746,2015.05,5
13,2015,7377764,656548.9985,2015.06,6
13,2015,7377764,637108.5746,2015.07,7
13,2015,7377764,554313.1821,2015.08,8
13,2015,7377764,573711.7749,2015.09,9
13,2015,7377764,554060.3265,2015.1,10
13,2015,7377764,671672.8462,2015.11,11
13,2015,7377764,627780.1241,2015.12,12
13,2016,7457788,578578.8971,2016.01,1
13,2016,7457788,532789.8485,2016.02,2
13,2016,7457788,612424.3922,2016.03,3
13,2016,7457788,661872.8863,2016.04,4
13,2016,7457788,668087.9259,2016.05,5
13,2016,7457788,666113.8179,2016.06,6
13,2016,7457788,657792.537,2016.07,7
13,2016,7457788,627291.657,2016.08,8
13,2016,7457788,582086.3172,2016.09,9
13,2016,7457788,809454.963,2016.1,10
13,2016,7457788,553454.7498,2016.11,11
13,2016,7457788,507840.8416,2016.12,12
13,2017,7190215,541822.8892,2017.01,1
13,2017,7190215,542180.9596,2017.02,2
13,2017,7190215,602147.9499,2017.03,3
13,2017,7190215,635418.0161,2017.04,4
13,2017,7190215,598119.7114,2017.05,5
13,2017,7190215,585688.8181,2017.06,6
13,2017,7190215,741188.0192,2017.07,7
13,2017,7190215,614456.4864,2017.08,8
13,2017,7190215,632915.9161,2017.09,9
13,2017,7190215,633273.5043,2017.1,10
13,2017,7190215,474659.1336,2017.11,11
13,2017,7190215,588343.1141,2017.12,12
13,2018,7118342,531444.405,2018.01,1
13,2018,7118342,620363.1873,2018.02,2
13,2018,7118342,564246.2398,2018.03,3
13,2018,7118342,600801.6821,2018.04,4
13,2018,7118342,514666.8009,2018.05,5
13,2018,7118342,624616.3387,2018.06,6
13,2018,7118342,598725.4904,2018.07,7
13,2018,7118342,619384.1999,2018.08,8
13,2018,7118342,663908.6925,2018.09,9
13,2018,7118342,657232.0711,2018.1,10
13,2018,7118342,550837.5746,2018.11,11
13,2018,7118342,572115.2647,2018.12,12
13,2019,6968894,529958.3126,2019.01,1
13,2019,6968894,621842.1029,2019.02,2
13,2019,6968894,566529.9968,2019.03,3
13,2019,6968894,551535.5097,2019.04,4
13,2019,6968894,591484.7399,2019.05,5
13,2019,6968894,570695.2561,2019.06,6
13,2019,6968894,546574.6968,2019.07,7
13,2019,6968894,586787.1212,2019.08,8
13,2019,6968894,571737.0253,2019.09,9
13,2019,6968894,623255.3762,2019.1,10
13,2019,6968894,628260.6865,2019.11,11
13,2019,6968894,580233.5915,2019.12,12
13,2020,8474455,582158.885,2020.01,1
13,2020,8474455,399628.3654,2020.02,2
13,2020,8474455,593904.9992,2020.03,3
13,2020,8474455,221420.2258,2020.04,4
13,2020,8474455,196064.2424,2020.05,5
13,2020,8474455,190855.6823,2020.06,6
13,2020,8474455,1357109.265,2020.07,7
13,2020,8474455,1149033.438,2020.08,8
13,2020,8474455,882430.034,2020.09,9
13,2020,8474455,656528.1903,2020.1,10
13,2020,8474455,1788018.162,2020.11,11
13,2020,8474455,457303.3053,2020.12,12
13,2021,7872786,1697934.819,2021.01,1
13,2021,7872786,1233752.028,2021.02,2
13,2021,7872786,494000.6963,2021.03,3
13,2021,7872786,1021978.477,2021.04,4
13,2021,7872786,199613.1843,2021.05,5
13,2021,7872786,1024398.775,2021.06,6
13,2021,7872786,366464.8006,2021.07,7
13,2021,7872786,457538.3811,2021.08,8
13,2021,7872786,501970.1647,2021.09,9
13,2021,7872786,264973.1518,2021.1,10
13,2021,7872786,241160.5038,2021.11,11
13,2021,7872786,369001.2684,2021.12,12
13,2022,7923300,938587.798,2022.01,1
13,2022,7923300,763212.8377,2022.02,2
13,2022,7923300,830772.5401,2022.03,3
13,2022,7923300,635446.4294,2022.04,4
13,2022,7923300,656531.017,2022.05,5
13,2022,7923300,609328.4953,2022.06,6
13,2022,7923300,601892.9114,2022.07,7
13,2022,7923300,565190.7405,2022.08,8
13,2022,7923300,493342.0706,2022.09,9
13,2022,7923300,545536.1137,2022.1,10
13,2022,7923300,840512.2482,2022.11,11
13,2022,7923300,442946.7981,2022.12,12
13,2023,7261476,1108018.499,2023.01,1
13,2023,7261476,661820.5133,2023.02,2
13,2023,7261476,999589.4427,2023.03,3
13,2023,7261476,459844.7281,2023.04,4
13,2023,7261476,664079.3889,2023.05,5
13,2023,7261476,598065.6009,2023.06,6
13,2023,7261476,374728.2876,2023.07,7
13,2023,7261476,453146.3062,2023.08,8
13,2023,7261476,579958.3479,2023.09,9
13,2023,7261476,434568.2558,2023.1,10
13,2023,7261476,475088.9462,2023.11,11
13,2023,7261476,452567.3314,2023.12,12
14,2014,7928772,660731,2014.01,1
14,2014,7928772,660731,2014.02,2
14,2014,7928772,660731,2014.03,3
14,2014,7928772,660731,2014.04,4
14,2014,7928772,660731,2014.05,5
14,2014,7928772,660731,2014.06,6
14,2014,7928772,660731,2014.07,7
14,2014,7928772,660731,2014.08,8
14,2014,7928772,660731,2014.09,9
14,2014,7928772,660731,2014.1,10
14,2014,7928772,660731,2014.11,11
14,2014,7928772,660731,2014.12,12
14,2015,7813128,651094,2015.01,1
14,2015,7813128,651094,2015.02,2
14,2015,7813128,651094,2015.03,3
14,2015,7813128,651094,2015.04,4
14,2015,7813128,651094,2015.05,5
14,2015,7813128,651094,2015.06,6
14,2015,7813128,651094,2015.07,7
14,2015,7813128,651094,2015.08,8
14,2015,7813128,651094,2015.09,9
14,2015,7813128,651094,2015.1,10
14,2015,7813128,651094,2015.11,11
14,2015,7813128,651094,2015.12,12
14,2016,7729537,644128.0833,2016.01,1
14,2016,7729537,644128.0833,2016.02,2
14,2016,7729537,644128.0833,2016.03,3
14,2016,7729537,644128.0833,2016.04,4
14,2016,7729537,644128.0833,2016.05,5
14,2016,7729537,644128.0833,2016.06,6
14,2016,7729537,644128.0833,2016.07,7
14,2016,7729537,644128.0833,2016.08,8
14,2016,7729537,644128.0833,2016.09,9
14,2016,7729537,644128.0833,2016.1,10
14,2016,7729537,644128.0833,2016.11,11
14,2016,7729537,644128.0833,2016.12,12
14,2017,7627546,635628.8333,2017.01,1
14,2017,7627546,635628.8333,2017.02,2
