time,ym,indmc,uib,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,EXIT,EXITfull,EXITpart,hour,wage_tot,prod,E9,hourfull,hourpart,wage_totfull,wage_totpart,hire,hirefull,hirepart,left,leftfull,leftpart
2016. 02,673,14,2829,111186,91679,17044,1670,1358,312,3849,1811,2038,4392,2719,1673,154.5,2750411,98.9,1032,156.2,136.9,2909279,1088315,3781,1742,2038,2211,1463,749
2016. 03,674,14,3021,109326,91350,15771,1903,1655,249,3641,2522,1119,5244,2707,2536,184.8,2574001,104.4,1013,187.1,153.2,2675021,1212167,3541,2422,1119,3275,1918,1357
2016. 04,675,14,2959,107710,89121,16282,1795,1331,464,3745,2434,1311,5464,3491,1973,176.5,2591591,102,1039,178.4,146.8,2673106,1277979,3729,2418,1311,2592,1911,680
2016. 05,676,14,3095,106512,88073,15556,2149,1781,368,3661,1828,1833,5435,3158,2277,175.2,2575941,102.2,1052,176.6,149.9,2647895,1303186,3595,1761,1833,3165,2045,1120
2016. 06,677,14,3169,108662,88833,16158,1246,835,411,4637,2664,1974,3277,2046,1230,179.7,2579412,96.4,1079,181.1,151.5,2642792,1334409,4613,2639,1974,2083,1556,527
2016. 07,678,14,3106,108953,88265,17399,1049,635,414,3947,1944,2004,3273,2431,842,178.9,2628657,91.5,1093,180.7,147.1,2706861,1183734,3938,1935,2004,2032,2002,30
2016. 08,679,14,2948,109903,88585,18090,1134,716,417,4527,2340,2187,3516,2066,1450,179.9,2543965,90.6,1098,181.7,142.6,2614787,1128263,4362,2176,2187,1629,1492,137
2016. 09,680,14,2803,109417,88536,17497,1102,667,434,5384,1994,3389,6026,2138,3888,161.4,2739037,93,1117,162.8,131.6,2823622,1042051,5357,1968,3389,2022,1727,295
2016. 10,681,14,2686,108598,88469,16894,1007,986,21,4553,2018,2534,5222,2273,2949,171.9,2560247,89.7,1106,173.8,130.7,2630920,1021855,4520,1988,2532,2176,1892,285
2016. 11,682,14,2860,106954,88465,15231,1613,1308,305,4568,2284,2284,6235,2048,4187,185.2,2607786,93.2,1108,187.2,138.2,2675877,1054951,4333,2050,2284,2253,1779,474
2016. 12,683,14,2877,109193,87956,17776,1126,1113,13,4405,1870,2534,2368,1684,685,185.4,2676294,103.5,1115,187.8,137,2757797,1072142,4239,1705,2534,1522,1337,186
2017. 01,684,14,2831,110015,87300,18409,1274,1037,236,3314,1166,2148,3337,1843,1494,163.3,2696459,96.7,1083,167.7,130.1,2908644,1074261,3250,1101,2148,1971,1575,396
2017. 02,685,14,2868,109834,87145,18206,1449,1194,255,5292,2146,3147,5650,2995,2655,163.7,2497459,103.7,1047,169.6,116.7,2700190,887245,5278,2132,3147,2003,1558,445
2017. 03,686,14,2975,107931,87541,15985,1602,1521,82,6158,2957,3201,7983,3628,4355,179,2639211,105.8,1020,183.2,150.8,2839879,1300417,6076,2875,3201,2883,1970,913
2017. 04,687,14,2999,109343,87737,17066,1605,1534,71,5474,2511,2963,4198,2614,1583,169.8,2568827,95.6,1037,173.6,144.2,2771898,1183994,5307,2344,2963,2589,2365,224
2017. 05,688,14,3129,107961,88173,15754,2499,2357,142,5054,2277,2778,5930,2963,2967,165.1,2553449,96.9,1021,165.5,162.3,2703092,1396437,4850,2072,2778,3444,2530,915
2017. 06,689,14,3252,108942,88604,15995,2618,2246,373,4435,1855,2580,3764,2151,1614,175.3,2567200,97.1,1042,176.6,165.2,2716125,1409481,4423,1843,2580,1962,1743,220
2017. 07,690,14,3212,109487,89366,15441,2802,2383,419,4550,2467,2082,4341,2492,1849,172.3,2641274,92.3,1055,175.1,151.1,2800789,1398186,4383,2300,2082,2243,2063,180
2017. 08,691,14,3184,111659,90907,15660,2672,2069,603,6015,2422,3593,4255,1682,2573,172.1,2598216,91.4,1046,174.7,148.7,2739661,1352351,5927,2334,3593,1771,1484,287
2017. 09,692,14,3131,112270,90496,16299,4005,2726,1279,4482,1637,2845,4255,2513,1742,173.2,2822238,97.1,1055,176.5,147.6,3002984,1396737,4322,1477,2845,2227,1768,459
2017. 10,693,14,2912,112606,91044,16103,2845,2542,304,4356,1602,2754,4002,2295,1707,140.8,2706672,91.5,1052,140.5,143.9,2830091,1404189,4248,1494,2754,1419,1274,145
2017. 11,694,14,3201,113860,92058,16396,1814,1413,401,7166,3161,4005,5859,3035,2824,180.3,2648126,94.2,1038,182.4,159.9,2773268,1402061,7145,3140,4005,2109,1954,155
2017. 12,695,14,3009,113167,92383,15517,1609,1205,404,5521,2201,3319,6075,2511,3564,166.4,2735507,95.6,1047,168,148.1,2870151,1235456,5408,2089,3319,2385,1658,727
2018. 01,696,14,3258,110460,89587,14438,1692,1439,253,5513,2491,3022,5344,2941,2403,177.7,2744069,92.4,1037,180.7,142.2,2870867,1261810,5395,2374,3022,2488,1992,496
2018. 02,697,14,3170,111683,90156,14568,1548,1225,323,4998,2550,2448,4299,2095,2204,148.1,2907176,97.2,1013,150.2,122,3045117,1211208,4965,2517,2448,2265,1647,619
2018. 03,698,14,3335,111428,90522,14854,1202,1073,130,5038,2890,2148,4385,2478,1907,170.5,2762256,93.7,997,173.5,133.2,2880508,1312700,4850,2702,2148,2153,1825,328
2018. 04,699,14,3512,111550,89318,15569,1528,1504,24,4913,2462,2451,5402,3671,1731,174.6,2762161,96.3,959,176.6,150.9,2859928,1577650,4848,2397,2451,2440,2297,143
2018. 05,700,14,3946,111731,88784,15792,1223,1135,88,4779,2834,1945,5091,2492,2600,166.7,2718120,94.3,970,168.7,140.5,2808764,1527390,4343,2398,1945,2762,1613,1150
2018. 06,701,14,4091,110735,88846,15285,1539,1267,272,5093,2774,2320,5538,2670,2868,160.7,2710459,97.1,959,162,147.1,2820446,1484951,4905,2585,2320,2396,1742,654
2018. 07,702,14,4165,110155,88324,14778,1676,1505,171,3989,2012,1977,5018,2536,2482,178.2,2784061,96.7,963,181.3,145.4,2905602,1499398,3885,1909,1977,2446,2032,414
2018. 08,703,14,3932,108891,88015,13740,2230,1406,825,3757,1860,1897,5104,2175,2929,173.8,2719415,92.7,971,176.7,143,2841733,1426610,3728,1830,1897,2097,1802,294
2018. 09,704,14,3599,109162,88312,13682,1616,1144,472,4784,2241,2543,4545,1893,2653,147.8,2869213,92.6,962,149,136.9,3021417,1437024,4768,2226,2543,2143,1647,496
2018. 10,705,14,3640,107859,86932,13187,1430,1335,95,4077,1949,2128,5951,3377,2574,171,2744095,91.2,970,173.7,145.4,2873181,1501594,3795,1666,2128,2278,1538,740
2018. 11,706,14,3596,104686,85360,12962,1253,1227,27,4275,1565,2710,6073,3024,3049,179.6,2711973,92.5,964,181.7,160.4,2851546,1403426,4228,1518,2710,2126,1487,639
2018. 12,707,14,3369,103828,84509,12525,1304,1287,17,4062,2128,1934,5350,2994,2356,165.4,2824595,93.6,951,166.8,152.3,2972574,1478324,3548,1690,1858,2732,2109,623
2019. 01,708,14,3575,103095,84516,12637,1662,1211,452,5124,2268,2857,5006,2421,2585,177.5,2942521,90.9,937,180.4,153.1,3110808,1520213,4627,1770,2857,2122,1537,585
2019. 02,709,14,3196,102451,83834,13110,1960,1516,444,3772,1409,2363,3980,1871,2109,143.1,2986327,84.8,919,143.9,136.1,3174090,1391138,3762,1399,2363,1764,1222,543
2019. 03,710,14,3416,101669,82657,13494,1747,1743,4,4901,2807,2094,5694,3957,1737,163.8,2855268,91.8,904,166.8,140.4,3038182,1425393,4055,1961,2094,1788,1741,48
2019. 04,711,14,3757,101542,83115,12737,1690,1682,8,4310,2768,1542,4609,2524,2085,180.4,2899995,86,908,182.4,163.6,3048969,1620621,4065,2523,1542,2035,1879,156
2019. 05,712,14,3794,100354,82726,11968,1487,1483,4,3088,2089,999,4246,2343,1903,171.5,2835107,90,880,173.1,157.2,2973752,1561482,3059,2059,999,1871,1843,28
2019. 06,713,14,4059,100884,81612,12483,1414,1083,331,3509,1981,1528,4108,2604,1504,158.2,2821161,91.6,888,160.7,136.3,2972711,1465717,3482,1954,1528,1792,1733,59
2019. 07,714,14,4227,99848,80256,12163,1352,925,427,2738,1311,1428,4414,2669,1746,181.7,2926410,91.2,900,185.6,146.2,3078470,1539465,2607,1180,1428,1648,1296,352
2019. 08,715,14,4107,101339,79516,13421,1319,703,616,4268,1472,2796,3750,2261,1489,165.6,2907647,87.9,908,167.7,146.3,3063161,1471264,4202,1406,2796,1515,1415,100
2019. 09,716,14,3785,101003,79426,13160,1434,814,620,3854,1633,2222,4207,1762,2445,153.7,3005313,86.5,902,156.3,129.8,3181012,1418069,3655,1433,2222,1324,1322,2
2019. 10,717,14,3737,101030,79375,13445,1614,945,669,3137,1854,1283,2902,1912,990,168.5,2888364,81.9,888,172.1,137.5,3049898,1480632,2934,1651,1283,1412,1402,10
2019. 11,718,14,3668,100634,79105,13183,1468,844,624,2887,1529,1359,3419,1855,1564,169.6,2841174,83.5,882,172.9,139.6,2993152,1455196,2877,1519,1359,1001,855,146
2019. 12,719,14,3564,99024,78053,13026,1493,865,628,2388,1260,1128,3597,2311,1286,168.5,3034004,87.9,900,171.5,141.8,3207240,1490217,2271,1142,1128,1289,1289,0
2020. 01,720,14,3578,96425,78573,11342,669,595,74,3391,1561,1830,4555,1746,2810,156,3185669,90,855,159.7,121.6,3390768,1267917,3347,1517,1830,1110,1031,80
2020. 02,721,14,3667,95063,79321,9307,474,370,104,3328,2420,908,4614,1942,2672,156.3,3062346,68.4,852,159.5,122.6,3225636,1321928,3315,2406,908,1341,1286,55
2020. 03,722,14,3950,93617,77965,8623,281,270,11,2932,1795,1137,4972,3225,1748,169.3,3005112,64.5,814,169.6,165.9,3120981,1729921,2485,1465,1021,1745,1581,164
2020. 04,723,14,4482,90183,75127,8484,277,267,10,2960,1688,1272,5937,4755,1181,148.6,2903190,72.2,787,147.4,159,3065146,1458168,2262,1024,1238,913,717,196
2020. 05,724,14,5004,89636,74306,8455,208,161,47,3471,2094,1377,4321,2795,1526,143.6,2811855,67.9,767,143.7,142.6,2998111,1280094,2416,1039,1377,1243,1021,222
2020. 06,725,14,5579,89068,73701,7454,279,237,42,3510,2577,933,5117,3362,1755,162.8,2860985,74.1,732,163.7,154.7,3038912,1336640,2745,1812,933,2019,1921,98
2020. 07,726,14,6067,89431,73260,8061,419,381,38,3241,1329,1913,3074,1735,1339,168.2,2950046,69.9,708,171.6,135.6,3104853,1435022,3099,1186,1913,1230,1120,109
2020. 08,727,14,6098,88803,72591,7926,602,428,174,2542,1424,1118,3347,1949,1397,150.7,2932061,70.5,692,149.8,159.6,3069051,1539905,2057,939,1118,1263,998,265
2020. 09,728,14,6336,87802,71340,8212,557,430,127,3972,2055,1917,4937,3256,1680,156.2,3020732,66.5,656,160.4,120.9,3233572,1226058,3078,1244,1834,1328,1130,198
2020. 10,729,14,5864,85667,70343,7983,451,408,43,3529,1813,1716,4756,3154,1602,144,2902807,70.2,643,146.5,120.9,3089664,1237790,2927,1215,1712,1283,999,284
2020. 11,730,14,5526,84496,69550,7427,600,549,51,3463,1606,1857,4811,2412,2399,159.6,2874344,66.7,631,163,128.6,3043926,1321720,2681,824,1857,1226,975,251
2020. 12,731,14,5379,84470,69029,7998,565,516,49,4185,2340,1846,4135,2682,1453,167.3,2991828,65.1,602,170.5,138.2,3165652,1421370,3200,1354,1846,1475,1351,124
2021. 01,732,14,5065,84613,68828,8136,515,469,46,3750,2643,1107,3814,2720,1094,156.6,2973342,61.4,593,158.7,134.6,3135538,1321508,2789,1683,1107,1193,1124,69
2021. 02,733,14,4924,83804,68377,8164,469,391,78,2439,1812,627,2863,2259,603,144,3217601,72.3,585,145,134,3383932,1432064,1833,1208,625,948,869,78
2021. 03,734,14,4916,84051,68497,8126,770,687,84,3642,2223,1419,3560,2060,1500,177.1,3019848,73.5,575,177.1,178,3119977,1814409,2764,1470,1294,1262,1042,220
2021. 04,735,14,4710,83055,67820,7761,558,480,78,3702,1834,1868,4744,2533,2211,177.4,3043018,75.1,556,177.5,176.8,3178733,1649050,3522,1654,1868,1918,1670,248
2021. 05,736,14,4616,82932,67640,7963,587,438,149,2980,1505,1475,2958,1675,1284,159.1,2965643,77.6,553,157.9,171.8,3104313,1576471,2855,1382,1473,1338,1265,73
2021. 06,737,14,5276,81967,66405,8074,530,457,72,3120,1217,1903,4243,2422,1821,173.7,2948961,78.7,534,174.4,166.4,3099346,1452012,3029,1152,1877,1122,1032,91
2021. 07,738,14,5168,81170,65871,8001,535,446,89,2535,1220,1316,3143,1767,1377,173.5,3123125,82.3,534,174.1,167.1,3260386,1689897,2148,838,1310,1325,1213,111
2021. 08,739,14,5029,81171,65845,7857,510,478,32,2084,1164,920,2253,1209,1044,168.7,3061345,73.4,526,168,176.1,3190522,1687155,2038,1118,920,1092,993,99
2021. 09,740,14,4691,81401,65962,8009,538,492,46,3488,1469,2019,3219,1357,1862,153.8,3207521,68.8,522,154.9,142.3,3378308,1411556,3389,1371,2018,1009,857,152
2021. 10,741,14,4303,81183,65943,8082,506,481,25,3188,1438,1750,3133,1500,1633,157.3,3058958,72.6,506,157.7,152.8,3201005,1515722,3114,1365,1749,1082,909,173
2021. 11,742,14,3893,81479,66045,7902,522,494,28,3257,1728,1530,3336,1768,1568,176.7,2977398,71.5,500,177.4,168.6,3090502,1675301,3033,1508,1525,1184,1096,89
2021. 12,743,14,3754,81268,65931,8082,552,520,32,3677,1791,1886,3610,1886,1724,176.7,2977398,72.8,493,177.4,168.6,3090502,1675301,3322,1445,1877,1318,1162,157
2022. 01,744,14,,80626,65930,7363,828,605,223,3476,1765,1711,4196,1806,2391,,,,487,,,,,3322,1445,1877,1318,1162,157
2009. 06,593,15,,26685,21199,5486,210,191,19,700,315,386,1077,546,531,,,97.964,,,,,,614,306,308,584,334,250
2009. 07,594,15,,26581,21071,5497,214,91,123,1076,425,651,1193,618,575,,,95.447,,,,,,997,346,651,726,435,291
2009. 08,595,15,,26602,20777,5825,345,246,98,1119,560,559,1085,723,362,,,99.054,,,,,,868,465,403,488,322,166
2009. 09,596,15,,26611,21150,5460,305,256,49,1435,600,836,1427,442,985,,,100.391,,,,,,1365,529,836,690,314,376
2009. 10,597,15,,26576,21327,5249,247,247,0,1058,585,474,1093,500,593,,,102.759,,,,,,1057,583,474,721,478,243
2009. 11,598,15,,26702,21436,5266,257,243,14,794,552,241,668,388,280,,,96.989,,,,,,790,549,241,427,365,62
2009. 12,599,15,,26297,21298,4999,429,294,136,517,376,141,922,534,388,,,109.461,,,,,,517,376,141,618,463,155
2010. 01,600,15,,26736,21541,5195,821,602,220,1115,566,549,676,384,292,,,95.033,,,,,,1112,563,549,377,292,85
2010. 02,601,15,,27137,21599,5538,731,397,334,1512,537,975,1111,478,633,,,96.237,,,,,,1512,537,975,507,436,71
2010. 03,602,15,,27370,21768,5602,964,521,443,1845,748,1097,1612,623,989,,,90.963,,,,,,1824,726,1097,897,574,324
2010. 04,603,15,,27165,21706,5459,726,327,398,1489,509,980,1694,595,1099,,,95.822,,,,,,1489,509,980,607,359,248
2010. 05,604,15,,27358,21651,5707,466,306,160,1597,655,942,1404,718,686,,,100.829,,,,,,1491,615,876,658,550,107
2010. 06,605,15,,27579,21803,5776,616,397,219,1680,742,938,1459,668,791,,,100.547,,,,,,1676,738,938,615,507,108
2010. 07,606,15,,27295,22312,4983,412,286,126,1001,596,405,1285,553,732,,,93.644,,,,,,1001,596,405,492,416,76
2010. 08,607,15,,27279,22385,4894,400,353,46,964,738,226,980,649,330,,,95.881,,,,,,938,712,226,816,620,196
2010. 09,608,15,,27430,22235,5181,411,364,46,1203,621,582,1066,619,447,,,90.236,,,,,,1165,601,565,626,570,55
2010. 10,609,15,,28329,23109,5206,483,330,153,2792,1645,1148,1893,654,1239,,,95.403,,,,,,2359,1212,1148,764,580,183
2010. 11,610,15,,28388,23291,4915,432,323,108,1050,724,326,1159,595,564,,,95.684,,,,,,1050,724,326,846,487,358
2010. 12,611,15,,28081,23681,4284,238,238,0,1332,738,594,1573,563,1010,,,102.601,,,,,,1273,695,579,743,504,239
2011. 01,612,15,,27726,23433,3971,546,457,89,2721,508,2214,3282,636,2646,185,2073273,101.947,,190.7,140.7,2183365,1230905,2688,475,2214,834,558,276
2011. 02,613,15,,28327,23647,4116,659,348,311,1206,768,438,847,572,276,157.3,1947232,100.404,,161.5,129.9,2039574,1336322,1171,733,438,661,505,155
2011. 03,614,15,,28670,23778,4292,596,527,69,1621,587,1034,1314,415,899,191.9,1990398,97.715,,197.9,147.7,2057078,1498159,1609,575,1034,687,405,283
2011. 04,615,15,,29140,24077,4448,491,317,174,1614,896,718,1159,619,540,188.2,2043664,93.504,,193.3,149.2,2118764,1471144,1580,862,718,675,566,108
2011. 05,616,15,,28994,24054,4262,531,410,121,1037,617,420,1246,488,758,182.4,2018429,93.884,,186.7,147.8,2079420,1535564,1037,617,420,822,457,365
2011. 06,617,15,,29145,24124,4511,405,358,47,1677,754,922,1358,678,679,182.4,1989203,94.161,,190.6,125.5,2148696,874535,1570,648,922,774,550,223
2011. 07,618,15,,28614,24299,3944,496,263,233,1579,731,848,1971,488,1483,189.1,2038172,98.05,,195.4,138.4,2157872,1085988,1527,680,848,721,392,329
2011. 08,619,15,,28586,24263,3814,620,276,344,1168,445,722,1334,768,566,177.8,2038619,102.205,,183.1,138.3,2182875,963865,1108,385,722,614,533,81
2011. 09,620,15,,28245,24126,3610,547,296,251,1017,488,529,1358,564,794,169.8,2126992,96.752,,175.1,129.4,2288349,918668,1006,477,529,927,483,444
2011. 10,621,15,,28211,24358,3340,598,330,269,1056,608,448,1094,481,614,170,1990959,95.068,,179.8,101.6,2159825,818624,1029,581,448,657,459,198
2011. 11,622,15,,28360,24185,3665,701,374,327,1563,757,806,1411,960,451,183.5,1966795,95.174,,193.4,111.5,2120732,857479,1543,736,806,1082,922,160
2011. 12,623,15,,28753,23780,4230,583,225,357,1701,705,996,1541,804,737,190.9,2178871,96.689,,193.4,154.4,2248592,1187242,1631,662,969,663,489,173
2012. 01,624,15,,28552,23608,4448,283,211,72,1319,619,700,1273,478,796,169.9,2261983,100.44,,178,105.9,2433064,912327,1319,619,700,604,417,187
2012. 02,625,15,,28561,23961,4440,293,257,36,1630,712,919,1285,496,790,178.4,2034164,105.92,,187.4,113.6,2180149,985490,1608,689,919,741,458,283
2012. 03,626,15,,29139,24305,4616,351,209,141,1664,637,1027,1144,445,699,181.6,2066159,94.76,,190.6,133.7,2265251,1007610,1535,508,1027,725,402,323
2012. 04,627,15,,29232,23591,5429,232,135,96,1236,465,771,1137,630,507,175.2,2015387,92.766,,185.5,124.8,2229884,967345,1192,421,771,763,518,244
2012. 05,628,15,,29280,23670,5395,231,231,0,925,358,567,880,352,528,182.9,2088459,90.591,,190.5,140.2,2273812,1051264,923,356,567,460,277,182
2012. 06,629,15,,29247,24883,4181,118,110,8,975,487,488,976,376,600,177.5,2093562,86.298,,184.4,116.8,2211466,1050870,937,449,488,562,262,300
2012. 07,630,15,,29365,24840,4345,336,216,121,1284,425,859,1163,611,552,182.3,2131693,95.226,,192,115.6,2296408,997224,1237,378,859,531,445,87
2012. 08,631,15,,29293,24889,4228,133,89,43,1155,525,630,1223,467,756,176.2,2047499,95.422,,182.5,139.8,2220314,1050850,1154,524,630,551,348,203
2012. 09,632,15,,29445,25319,3958,61,61,0,1235,823,412,1075,437,638,175.8,2351608,89.582,,181.3,139.6,2556291,1015816,1163,751,412,632,384,248
2012. 10,633,15,,29651,25219,4208,403,231,172,1414,508,906,1264,631,633,178.6,2027039,91.735,,185.9,133,2204214,929113,1383,478,906,494,413,81
2012. 11,634,15,,29943,25429,4291,212,212,0,1527,745,782,1234,624,610,189.7,2082297,96.188,,196.1,144.7,2238793,977608,1491,709,782,819,551,268
2012. 12,635,15,,29701,25022,4445,447,329,117,851,495,356,1104,626,478,177.7,2239721,96.596,,181.9,143.6,2383406,1070985,847,490,356,671,516,155
2013. 01,636,15,,30243,24628,5205,464,335,129,1232,712,520,866,544,322,191.1,2205158,102.468,,197.8,140.9,2365476,990984,1232,712,520,461,397,65
2013. 02,637,15,,29856,24699,4747,596,424,172,656,436,220,1043,407,637,159.8,2300999,101.625,,164.8,120,2475826,892483,604,384,220,603,373,230
2013. 03,638,15,,29967,24922,4744,391,260,131,1438,720,718,1217,501,716,175.8,2218290,105.749,,183.4,120.6,2402915,878890,1438,720,718,1048,360,688
2013. 04,639,15,,29994,24961,4785,574,403,171,847,445,402,768,534,234,187.7,2188694,103.359,,197.5,100,2331436,909955,802,400,402,622,472,150
2013. 05,640,15,,29957,24853,4848,512,425,87,977,590,386,1021,685,336,181.6,2202786,102.822,,189.8,125.5,2388958,942193,949,562,386,738,496,242
2013. 06,641,15,,30654,25854,4229,684,422,262,1033,629,405,651,527,124,167.8,2164370,107.804,,177.8,104.1,2354301,960134,961,606,355,591,472,119
2013. 07,642,15,,31073,26474,4036,460,260,200,1337,859,479,911,562,348,191,2260119,111.719,,201,105.7,2405051,1023386,1165,686,479,667,473,194
2013. 08,643,15,,30944,26549,3790,462,258,204,732,611,121,902,616,287,168.8,2220570,110.569,,178.6,113.6,2440548,981703,721,600,121,628,357,271
2013. 09,644,15,,30997,26499,3890,443,235,208,649,318,331,599,420,179,157.6,2451201,111.853,,164.1,116,2669732,1053610,639,308,331,511,378,133
2013. 10,645,15,,31310,26531,4179,416,208,208,1053,603,450,732,615,117,177.4,2136883,110.446,,189.9,114,2381984,893555,1039,590,450,545,434,111
2013. 11,646,15,,31368,27645,2960,421,378,43,1115,486,629,1220,611,609,184.7,2119167,112.85,,189.1,143.5,2214991,1223175,1098,469,629,855,602,253
2013. 12,647,15,,30871,26914,3277,504,324,179,1184,496,687,1598,994,604,179.8,2234170,104.888,,185.4,130.2,2359763,1112620,1053,394,659,492,308,184
2014. 01,648,15,,30758,26909,3101,239,159,80,1082,536,545,1262,580,682,166.7,2230220,115.303,725,173.8,108,2385377,936682,1069,524,545,459,273,186
2014. 02,649,15,,31072,27037,3286,304,224,80,1235,552,683,922,443,479,165.4,2010580,111.477,733,172.2,111.9,2159275,850636,1154,471,683,502,351,152
2014. 03,650,15,,31409,27210,3475,404,363,40,1197,535,663,835,406,428,178,2152205,109.459,728,185.1,123.7,2308143,953697,1186,524,663,477,348,129
2014. 04,651,15,,31458,27708,3021,293,208,85,1440,820,620,1396,679,717,188.8,2088461,107.649,726,196,133.2,2227686,1018138,1247,627,620,690,550,141
2014. 05,652,15,,31618,27911,2972,339,296,43,1036,550,485,882,485,396,170.5,2077061,106.063,726,175.9,129.4,2217775,1007829,1021,535,485,529,405,123
2014. 06,653,15,,31406,27970,2656,239,239,0,1291,723,568,1548,681,867,169.8,2160437,103.958,724,173.2,122.7,2250364,924054,1266,698,568,621,383,238
2014. 07,654,15,,31194,26856,3591,358,358,0,1217,463,754,1396,1064,332,191.9,2191491,102.73,735,196.4,156.3,2343162,1013117,1176,422,754,678,568,109
2014. 08,655,15,,30455,26557,3178,260,260,0,997,600,397,1709,939,771,173.2,2157098,100.219,747,177.7,139.5,2315034,973194,853,456,397,1047,585,462
2014. 09,656,15,,31077,26596,3637,384,353,31,1513,577,936,1015,599,415,166.2,2235917,102.368,743,170.9,136,2427736,1002759,1505,569,936,489,363,126
2014. 10,657,15,,30794,26521,3380,429,429,0,1212,714,499,1544,821,723,176.3,2108582,104.435,743,187,105.4,2318363,717114,1171,672,499,1126,520,606
2014. 11,658,15,,30479,27531,2045,436,432,3,941,564,377,1266,379,887,179,2213109,107.954,771,182.3,130.6,2299445,968194,911,534,377,692,336,356
2014. 12,659,15,,31296,28165,2179,513,353,159,1581,991,590,813,389,424,191.1,2250961,102.624,771,194.8,138,2334701,1039487,1499,909,590,517,367,151
2015. 01,660,15,1028,31300,28106,2260,374,329,46,1670,879,791,1647,949,698,184.7,2249339,101.3,782,188.4,126.5,2332486,922435,1521,730,791,1047,657,390
2015. 02,661,15,988,31367,28067,2145,414,372,42,869,390,479,1024,497,527,153.1,2333310,99,773,156.7,106.1,2446641,853419,869,390,479,702,449,253
2015. 03,662,15,1026,31895,28451,2168,505,467,38,1478,1083,395,1071,627,444,192.7,2260062,96.6,770,198.5,122.1,2368467,940566,1466,1071,395,825,501,324
2015. 04,663,15,943,32138,28644,2170,635,481,154,1436,838,598,1242,755,486,191,2242267,105.3,766,197.2,118.5,2354517,940911,1348,750,598,863,632,231
